172.26.32.204;10322;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.204;10323;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.205;10320;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.205;10321;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.206;15463;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.206;15608;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.189;11158;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.189;11159;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.207;15466;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.207;15609;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.45;2;172.26.32.42;2000;2000;;N/A;Up;Up
172.26.32.45;5471;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.45;5844;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.190;11154;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.190;11156;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.248;5484;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.248;5854;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.208;15480;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.208;15610;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.209;15100;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.209;15101;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.21;420;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.21;545;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.212;12339;172.26.34.1;1550;1550;MPLS;TO_CONDOR_HRA_15007;Up;Up
172.26.32.212;12340;192.168.239.5;1550;1550;MPLS;TO_CONDOR_HRB_15007;Up;Up
172.26.32.212;15105;172.26.32.1;1550;1550;MPLS;TO_CONCERT_HR_A_13006;Up;Up
172.26.32.212;15107;172.26.32.2;1550;1550;MPLS;TO_CONCERT_HR_B_13006;Up;Up
172.26.32.214;15254;172.26.32.1;1546;1546;;N/A;Up;Up
172.26.32.214;15255;172.26.32.2;1546;1546;;N/A;Up;Up
172.26.32.210;10238;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.210;10239;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.215;10220;172.26.32.1;1550;1550;MPLS;SR7_CONCERT_HR_A_13006;Up;Up
172.26.32.215;10221;172.26.32.2;1550;1550;MPLS;SR7_CONCERT_HR_B_13006;Up;Up
172.26.32.213;10312;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.213;10313;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.219;15250;172.26.32.1;1550;1550;MPLS;TO_CONCERT_HR_A_13006;Up;Up
172.26.32.219;15251;172.26.32.2;1550;1550;MPLS;TO_CONCERT_HR_B_13006;Up;Up
172.26.32.43;5469;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.43;5842;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.42;2;172.26.32.45;2000;2000;;N/A;Up;Up
172.26.32.42;5472;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.42;5845;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.191;11152;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.191;11153;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.22;16318;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.22;16319;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.220;3811;172.26.35.223;1550;1550;;N/A;Up;Up
172.26.32.220;16500;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.220;16501;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.222;10464;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.222;10465;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.247;5483;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.247;5853;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.224;3813;172.26.35.223;1550;1550;;N/A;Up;Up
172.26.32.224;10522;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.223;10480;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.224;10523;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.223;10481;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.225;10638;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.225;10639;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.242;443;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.242;5435;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.227;10998;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.227;10999;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.226;10824;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.226;10825;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.44;5470;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.228;11146;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.44;5843;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.228;11147;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.23;10222;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.23;10223;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.230;11954;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.230;11955;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.234;12078;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.234;12079;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.235;12242;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.235;12243;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.7;10458;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.41.7;10459;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.16;15816;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.41.16;15817;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.41.5;16612;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.41.5;16613;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.237;12478;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.237;12479;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.238;431;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.238;556;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.24;423;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.24;15858;172.26.32.2;1546;1546;;N/A;Up;Up
172.26.32.240;11956;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.240;11957;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.41.12;16626;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.41.12;16627;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.241;11958;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.241;11959;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.41.10;16614;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.41.10;16615;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.231;447;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.231;5475;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.41.8;16622;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.41.8;16623;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.26;16326;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.26;16327;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.34.115;15450;192.168.239.5;1550;1550;;N/A;Up;Up
172.26.34.115;15652;172.26.34.1;1550;1550;;N/A;Up;Up
172.26.34.115;16630;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.34.115;16631;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.27;10164;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.27;10165;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.28;427;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.28;552;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.11;5464;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.41.11;5465;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.29;428;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.29;553;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.6;16618;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.41.6;16619;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.15;16628;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.41.15;16629;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.31;430;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.31;555;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.32;434;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.32;559;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.33;435;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.33;560;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.34;436;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.34;561;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.34.114;9094;172.26.34.1;1550;1550;;N/A;Up;Up
172.26.34.114;9095;192.168.239.5;1550;1550;;N/A;Up;Up
172.26.34.114;16636;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.34.114;16637;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.34.113;12341;172.26.34.1;2000;2000;;N/A;Up;Up
172.26.34.113;12342;192.168.239.5;2000;2000;;N/A;Up;Up
172.26.34.113;16634;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.34.113;16635;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.35;439;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.35;563;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.36;440;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.36;564;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.34.117;15824;172.26.34.1;2000;2000;;N/A;Up;Up
172.26.34.117;15825;192.168.239.5;2000;2000;;N/A;Up;Up
172.26.34.117;16638;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.34.117;16639;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.50;5480;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.32.50;5850;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.38;442;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.38;566;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.41.9;5439;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.41.9;5838;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.6;16328;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.6;16329;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.5;404;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.5;529;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.8;15476;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.8;15616;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.7;406;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.7;531;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.32.9;16330;172.26.32.1;2000;2000;;N/A;Up;Up
172.26.32.9;16331;172.26.32.2;2000;2000;;N/A;Up;Up
172.26.33.10;659;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.10;784;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.33.101;749;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.101;874;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.33.102;750;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.102;875;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;24;172.26.39.1;0;1542;;N/A;Up;Up
172.26.32.1;404;172.26.32.5;1550;1550;;N/A;Up;Up
172.26.32.1;406;172.26.32.7;1550;1550;;N/A;Up;Up
172.26.32.1;417;172.26.32.18;1546;1546;;N/A;Up;Up
172.26.32.1;419;172.26.32.20;1550;1550;;N/A;Up;Up
172.26.33.103;751;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.103;876;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;420;172.26.32.21;1550;1550;;N/A;Up;Up
172.26.32.1;423;172.26.32.24;1550;1550;;N/A;Up;Up
172.26.32.1;424;172.26.32.25;2000;2000;;N/A;Up;Up
172.26.32.1;427;172.26.32.28;1550;1550;;N/A;Up;Up
172.26.32.1;428;172.26.32.29;1550;1550;;N/A;Up;Up
172.26.32.1;430;172.26.32.31;1550;1550;;N/A;Up;Up
172.26.32.1;431;172.26.32.238;2000;2000;;N/A;Up;Up
172.26.32.1;432;172.26.32.198;2000;2000;;N/A;Up;Down
172.26.32.1;433;172.26.32.197;1550;1550;;N/A;Up;Up
172.26.32.1;434;172.26.32.32;1550;1550;;N/A;Up;Up
172.26.32.1;435;172.26.32.33;2000;2000;;N/A;Up;Up
172.26.32.1;436;172.26.32.34;2000;2000;;N/A;Up;Up
172.26.32.1;438;172.26.32.196;1550;1550;;N/A;Up;Down
172.26.32.1;439;172.26.32.35;1550;1550;;N/A;Up;Up
172.26.32.1;440;172.26.32.36;1550;1550;;N/A;Up;Up
172.26.32.1;441;172.26.46.176;2000;2000;;N/A;Up;Up
172.26.32.1;442;172.26.32.38;1550;1550;;N/A;Up;Up
172.26.32.1;443;172.26.32.242;1550;1550;;N/A;Up;Up
172.26.32.1;445;172.26.32.217;2000;2000;;N/A;Up;Up
172.26.32.1;446;172.26.32.218;2000;2000;;N/A;Up;Up
172.26.32.1;447;172.26.32.231;2000;2000;;N/A;Up;Up
172.26.33.104;752;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.32.1;1405;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.33.104;877;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;3650;172.26.46.177;2000;2000;;N/A;Up;Up
172.26.32.1;3651;172.26.46.178;2000;2000;;N/A;Up;Up
172.26.32.1;5403;192.168.239.99;1550;1550;;N/A;Up;Down
172.26.32.1;5405;192.168.239.96;1550;1550;;N/A;Up;Down
172.26.32.1;5419;192.168.239.34;1550;1550;;N/A;Up;Down
172.26.33.11;10356;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.32.1;5431;192.168.239.17;1550;1550;;N/A;Up;Up
172.26.33.11;10357;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;5436;172.26.32.243;2000;2000;;N/A;Up;Up
172.26.32.1;5460;172.26.32.39;2000;2000;;N/A;Up;Up
172.26.32.1;5462;172.26.32.41;2000;2000;;N/A;Up;Up
172.26.32.1;5464;172.26.41.11;2000;2000;;N/A;Up;Up
172.26.32.1;5838;172.26.41.9;2000;2000;;N/A;Up;Up
172.26.32.1;5839;172.26.46.94;2000;2000;;N/A;Up;Up
172.26.32.1;5840;172.26.46.95;2000;2000;;N/A;Up;Up
172.26.32.1;5841;172.26.46.96;2000;2000;;N/A;Up;Up
172.26.32.1;5842;172.26.32.43;2000;2000;;N/A;Up;Up
172.26.32.1;5843;172.26.32.44;2000;2000;;N/A;Up;Up
172.26.32.1;5844;172.26.32.45;2000;2000;;N/A;Up;Up
172.26.32.1;5845;172.26.32.42;2000;2000;;N/A;Up;Up
172.26.32.1;5846;172.26.32.46;2000;2000;;N/A;Up;Up
172.26.32.1;5847;172.26.32.245;2000;2000;;N/A;Up;Down
172.26.32.1;5848;172.26.32.47;2000;2000;;N/A;Up;Up
172.26.32.1;5849;172.26.32.49;2000;2000;;N/A;Up;Up
172.26.32.1;5850;172.26.32.50;2000;2000;;N/A;Up;Up
172.26.32.1;5851;172.26.32.180;2000;2000;;N/A;Up;Up
172.26.32.1;5852;172.26.32.51;2000;2000;;N/A;Up;Down
172.26.32.1;5853;172.26.32.247;2000;2000;;N/A;Up;Up
172.26.32.1;5854;172.26.32.248;2000;2000;;N/A;Up;Up
172.26.32.1;5855;172.26.46.24;2000;2000;;N/A;Up;Down
172.26.32.1;5857;172.26.32.54;2000;2000;;N/A;Up;Down
172.26.32.1;5858;172.26.23.55;2000;2000;;N/A;Up;Down
172.26.32.1;5859;172.26.32.56;2000;2000;;N/A;Up;Down
172.26.32.1;10001;172.26.39.1;1550;1550;;N/A;Up;Up
172.26.32.1;10002;172.26.39.2;1550;1550;;N/A;Up;Up
172.26.32.1;10005;172.26.34.1;1550;1550;;N/A;Up;Up
172.26.32.1;10007;192.168.239.5;1550;1550;;N/A;Up;Up
172.26.32.1;10164;172.26.32.27;1550;1550;;N/A;Up;Up
172.26.33.12;10306;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.12;10307;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;10220;172.26.32.215;1550;1550;;N/A;Up;Up
172.26.32.1;10222;172.26.32.23;1550;1550;;N/A;Up;Up
172.26.32.1;10238;172.26.32.210;1550;1550;;N/A;Up;Up
172.26.32.1;10304;172.26.32.11;1550;1550;;N/A;Up;Up
172.26.32.1;10312;172.26.32.213;1550;1550;;N/A;Up;Up
172.26.32.1;10314;172.26.32.16;1550;1550;;N/A;Up;Up
172.26.32.46;5476;172.26.32.2;1550;1550;;N/A;Up;Up
172.26.33.112;760;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.32.46;5846;172.26.32.1;1550;1550;;N/A;Up;Up
172.26.32.1;10318;172.26.32.17;1550;1550;;N/A;Up;Up
172.26.33.112;885;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;10320;172.26.32.205;1550;1550;;N/A;Up;Up
172.26.32.1;10322;172.26.32.204;1550;1550;;N/A;Up;Up
172.26.32.1;10324;172.26.32.14;1550;1550;;N/A;Up;Up
172.26.32.1;10458;172.26.41.7;1550;1550;;N/A;Up;Up
172.26.32.2;529;172.26.32.5;1550;1550;;N/A;Up;Up
172.26.32.1;10464;172.26.32.222;1550;1550;;N/A;Up;Up
172.26.32.2;531;172.26.32.7;1550;1550;;N/A;Up;Up
172.26.32.1;10480;172.26.32.223;1550;1550;;N/A;Up;Up
172.26.32.2;542;172.26.32.18;1546;1546;;N/A;Up;Up
172.26.32.1;10492;192.168.239.4;1550;1550;;N/A;Up;Up
172.26.32.2;544;172.26.32.20;1550;1550;;N/A;Up;Up
172.26.32.1;10493;172.26.37.2;1550;1550;;N/A;Up;Up
172.26.32.2;545;172.26.32.21;1550;1550;;N/A;Up;Up
172.26.32.1;10522;172.26.32.224;1550;1550;;N/A;Up;Up
172.26.32.2;549;172.26.32.25;2000;2000;;N/A;Up;Up
172.26.32.1;10524;192.168.230.84;2000;2000;;N/A;Up;Up
172.26.32.2;552;172.26.32.28;1550;1550;;N/A;Up;Up
172.26.32.1;10526;192.168.230.85;2000;2000;;N/A;Up;Up
172.26.32.2;553;172.26.32.29;1550;1550;;N/A;Up;Up
172.26.32.1;10528;172.26.46.184;2000;2000;;N/A;Up;Up
172.26.32.2;555;172.26.32.31;1550;1550;;N/A;Up;Up
172.26.32.1;10530;192.168.230.100;2000;2000;;N/A;Up;Up
172.26.32.2;556;172.26.32.238;2000;2000;;N/A;Up;Up
172.26.32.1;10532;172.26.46.170;2000;2000;;N/A;Up;Up
172.26.32.2;557;172.26.32.198;2000;2000;;N/A;Up;Down
172.26.32.1;10534;172.26.32.122;2000;2000;;N/A;Up;Up
172.26.32.2;558;172.26.32.197;1550;1550;;N/A;Up;Up
172.26.32.1;10536;172.26.46.171;2000;2000;;N/A;Up;Up
172.26.32.2;559;172.26.32.32;1550;1550;;N/A;Up;Up
172.26.32.1;10540;172.26.46.181;2000;2000;;N/A;Up;Up
172.26.32.2;560;172.26.32.33;2000;2000;;N/A;Up;Up
172.26.32.1;10542;172.26.46.180;2000;2000;;N/A;Up;Up
172.26.32.2;561;172.26.32.196;1550;1550;;N/A;Up;Down
172.26.32.1;10544;172.26.46.192;2000;2000;;N/A;Up;Up
172.26.32.2;562;172.26.32.34;2000;2000;;N/A;Up;Up
172.26.33.121;769;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.33.121;894;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.1;10548;172.26.46.180;2000;2000;;N/A;Up;Up
172.26.32.2;563;172.26.32.35;1550;1550;;N/A;Up;Up
172.26.33.121;7690;172.26.33.186;1550;1550;;N/A;Up;Up
172.26.32.1;10550;172.26.46.181;2000;2000;;N/A;Up;Down
172.26.32.2;564;172.26.32.36;1550;1550;;N/A;Up;Up
172.26.32.1;10552;192.168.230.17;2000;2000;;N/A;Up;Up
172.26.32.2;565;172.26.46.176;2000;2000;;N/A;Up;Up
172.26.32.2;566;172.26.32.38;1550;1550;;N/A;Up;Up
172.26.32.1;10554;172.26.46.159;2000;2000;;N/A;Up;Up
172.26.32.2;1041;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.32.1;10556;172.26.46.175;2000;2000;;N/A;Up;Up
172.26.32.2;3775;172.26.46.177;2000;2000;;N/A;Up;Up
172.26.32.1;10558;172.26.46.223;2000;2000;;N/A;Up;Up
172.26.32.2;3776;172.26.46.178;2000;2000;;N/A;Up;Up
172.26.32.1;10560;172.26.46.193;2000;2000;;N/A;Up;Up
172.26.32.2;5404;192.168.239.99;1550;1550;;N/A;Up;Down
172.26.32.1;10562;172.26.46.194;2000;2000;;N/A;Up;Up
172.26.32.2;5406;192.168.239.96;1550;1550;;N/A;Up;Down
172.26.32.1;10564;172.26.46.188;2000;2000;;N/A;Up;Up
172.26.32.2;5420;192.168.239.34;1550;1550;;N/A;Up;Down
172.26.32.1;10566;172.26.46.169;2000;2000;;N/A;Up;Up
172.26.32.2;5432;192.168.239.17;1550;1550;;N/A;Up;Up
172.26.32.1;10570;172.26.46.167;2000;2000;;N/A;Up;Up
172.26.32.2;5435;172.26.32.242;1550;1550;;N/A;Up;Up
172.26.32.1;10572;172.26.46.157;2000;2000;;N/A;Up;Up
172.26.32.2;5437;172.26.32.243;2000;2000;;N/A;Up;Up
172.26.32.1;10574;172.26.40.1;1550;1550;;N/A;Up;Up
172.26.32.2;5439;172.26.41.9;2000;2000;;N/A;Up;Up
172.26.32.1;10575;172.26.40.2;1550;1550;;N/A;Up;Up
172.26.32.2;5461;172.26.32.39;2000;2000;;N/A;Up;Up
172.26.32.1;10576;172.26.46.98;2000;2000;;N/A;Up;Up
172.26.32.2;5463;172.26.32.41;2000;2000;;N/A;Up;Up
172.26.32.1;10638;172.26.32.225;1550;1550;;N/A;Up;Up
172.26.33.122;778;172.26.33.186;1550;1550;;N/A;Up;Up
172.26.32.2;5465;172.26.41.11;2000;2000;;N/A;Up;Up
172.26.33.122;10514;172.26.33.1;1550;1550;;N/A;Up;Up
172.26.32.1;10780;172.26.32.199;1550;1550;;N/A;Up;Up
172.26.33.122;10515;172.26.33.2;1550;1550;;N/A;Up;Up
172.26.32.2;5466;172.26.46.94;2000;2000;;N/A;Up;Up
172.26.32.1;10824;172.26.32.226;1550;1550;;N/A;Up;Up
172.26.32.2;5467;172.26.46.95;2000;2000;;N/A;Up;Up
172.26.32.1;10998;172.26.32.227;1550;1550;;N/A;Up;Up
172.26.32.2;5468;172.26.46.96;2000;2000;;N/A;Up;Up
172.26.32.1;11142;172.26.46.182;2000;2000;;N/A;Up;Up
172.26.32.2;5469;172.26.32.43;2000;2000;;N/A;Up;Up
172.26.32.1;11146;172.26.32.228;1550;1550;;N/A;Up;Up
172.26.32.2;5470;172.26.32.44;2000;2000;;N/A;Up;Up
172.26.32.1;11148;172.26.46.116;2000;2000;;N/A;Up;Up
172.26.32.2;5471;172.26.32.45;2000;2000;;N/A;Up;Up
172.26.32.1;11150;172.26.32.192;2000;2000;;N/A;Up;Up
172.26.32.2;5472;172.26.32.42;2000;2000;;N/A;Up;Up
172.26.32.1;11152;172.26.32.191;2000;2000;;N/A;Up;Up
172.26.32.2;5473;172.26.32.217;2000;2000;;N/A;Up;Up
172.26.32.1;11154;172.26.32.190;2000;2000;;N/A;Up;Up
172.26.32.2;5474;172.26.32.218;2000;2000;;N/A;Up;Up
172.26.32.1;11158;172.26.32.189;2000;2000;;N/A;Up;Up
172.26.32.2;5475;172.26.32.231;2000;2000;;N/A;Up;Up
172.26.32.1;11954;172.26.32.230;1550;1550;;N/A;Up;Up
172.26.32.2;5476;172.26.32.46;2000;2000;;N/A;Up;Up
172.26.32.1;11956;172.26.32.240;2000;2000;;N/A;Up;Up
172.26.32.2;5477;172.26.32.245;2000;2000;;N/A;Up;Down
172.26.32.1;11958;172.26.32.241;2000;2000;;N/A;Up;Up
172.26.32.2;5478;172.26.32.47;2000;2000;;N/A;Up;Up
172.26.32.1;12078;172.26.32.234;1550;1550;;N/A;Up;Up
