172.26.32.238;1/1;;;;;3HE06797AABB0111;NS1541S0320;1999/12/31;21:01:15
172.26.32.238;1/2;;;;;3HE06797AABB0111;NS1541S0320;1999/12/31;21:01:11
172.26.32.24;1/1;;;;;3HE05051ABAD0104;NS1138F1061;2017/10/06;00:51:45
172.26.32.24;1/2;;;;;3HE05051ABAD0104;NS1138F1061;2017/10/06;00:51:43
172.26.41.12;1/1;;;;;3HE06797AABC0102;NS1647S4589;1999/12/31;21:01:14
172.26.32.240;1/1;;;;;3HE06797AABB0111;NS1545S1239;2017/10/06;00:33:13
172.26.41.12;1/2;;;;;3HE06797AABC0102;NS1647S4589;1999/12/31;21:01:10
172.26.32.240;1/2;;;;;3HE06797AABB0111;NS1545S1239;2017/10/06;00:33:09
172.26.32.241;1/1;;;;;3HE06797AABC0102;NS1643S7341;1999/12/31;21:01:29
172.26.32.241;1/2;;;;;3HE06797AABC0102;NS1643S7341;1999/12/31;21:01:25
172.26.41.10;1/1;;;;;3HE05051ABAE0106;NS1232F0340;1999/12/31;21:01:24
172.26.41.10;1/2;;;;;3HE05051ABAE0106;NS1232F0340;1999/12/31;21:01:22
172.26.32.231;1/1;;;;;3HE06797AABC0102;NS1649S0742;1999/12/31;21:01:14
172.26.32.231;1/2;;;;;3HE06797AABC0102;NS1649S0742;1999/12/31;21:01:10
172.26.41.8;1/1;;;;;3HE06797AABC0102;NS1647S4444;1999/12/31;21:01:14
172.26.34.115;1/1;;;;;3HE06797AABC0102;NS1643S7048;1999/12/31;21:01:14
172.26.41.8;1/2;;;;;3HE06797AABC0102;NS1647S4444;1999/12/31;21:01:11
172.26.34.115;1/2;;;;;3HE06797AABC0102;NS1643S7048;1999/12/31;21:01:10
172.26.32.26;1/1;;;;;3HE05051ABAD0105;NS1146F1296;1999/12/31;21:01:30
172.26.32.26;1/2;;;;;3HE05051ABAD0105;NS1146F1296;1999/12/31;21:01:28
172.26.32.27;1/1;;;;;3HE05051ABAE0105;NS1216F1538;1999/12/31;21:01:29
172.26.32.27;1/2;;;;;3HE05051ABAE0105;NS1216F1538;1999/12/31;21:01:27
172.26.32.3;1/1;;;;;3HE03611AAAC01;NS113968225;2018/07/19;03:04:28
172.26.32.3;1/2;;;;;3HE04274AAAA01;NS1147F1391;2018/07/19;03:04:28
172.26.32.3;2/1;;;;;3HE03611AAAC01;NS113968222;2018/07/19;03:04:28
172.26.32.3;2/2;;;;;3HE04274AAAA01;NS1147F1393;2018/07/19;03:04:28
172.26.32.28;1/1;;;;;3HE05051ABAE0110;NS1326F0979;1999/12/31;21:01:29
172.26.32.28;1/2;;;;;3HE05051ABAE0110;NS1326F0979;1999/12/31;21:01:27
172.26.41.11;1/1;;;;;3HE06797AABC0102;NS1647S4588;1999/12/31;21:01:14
172.26.41.11;1/2;;;;;3HE06797AABC0102;NS1647S4588;1999/12/31;21:01:10
172.26.32.29;1/1;;;;;3HE05051ABAD0104;NS1145F0320;1999/12/31;21:01:29
172.26.32.29;1/2;;;;;3HE05051ABAD0104;NS1145F0320;1999/12/31;21:01:27
172.26.41.6;1/1;;;;;3HE06797AABC0102;NS1647S4467;2017/10/06;00:29:29
172.26.41.6;1/2;;;;;3HE06797AABC0102;NS1647S4467;2017/10/06;00:29:25
172.26.41.15;1/1;;;;;3HE05051ABAE0105;NS1217F2102;1999/12/31;21:01:29
172.26.41.15;1/2;;;;;3HE05051ABAE0105;NS1217F2102;1999/12/31;21:01:27
172.26.32.31;1/1;;;;;3HE05051ABAE0110;NS1332F1034;1999/12/31;21:01:29
172.26.32.31;1/2;;;;;3HE05051ABAE0110;NS1332F1034;1999/12/31;21:01:27
172.26.32.32;1/1;;;;;3HE05051ABAF0104;NS1525F1788;1999/12/31;21:01:29
172.26.32.32;1/2;;;;;3HE05051ABAF0104;NS1525F1788;1999/12/31;21:01:27
172.26.32.33;1/1;;;;;3HE06797AABB0111;NS1541S0285;1999/12/31;21:01:14
172.26.32.33;1/2;;;;;3HE06797AABB0111;NS1541S0285;1999/12/31;21:01:09
172.26.32.34;1/1;;;;;3HE06797AABB0111;NS1541S0292;2017/10/06;00:57:44
172.26.32.34;1/2;;;;;3HE06797AABB0111;NS1541S0292;2017/10/06;00:57:40
172.26.34.114;1/1;;;;;3HE06797AABC0102;NS1643S7260;1999/12/31;21:01:15
172.26.34.114;1/2;;;;;3HE06797AABC0102;NS1643S7260;1999/12/31;21:01:11
172.26.32.4;1/1;;;;;3HE03611AAAC01;NS113968200;2018/07/19;03:17:15
172.26.32.4;1/2;;;;;3HE04274AAAA01;NS1146F2231;2018/07/19;03:17:15
172.26.32.4;2/1;;;;;3HE03611AAAC01;NS113968229;2018/07/19;03:17:15
172.26.32.4;2/2;;;;;3HE04274AAAA01;NS1147F1370;2018/07/19;03:17:15
172.26.34.113;1/1;;;;;3HE05051ABAH0104;NS1648F0813;1999/12/31;21:01:29
172.26.34.113;1/2;;;;;3HE05051ABAH0104;NS1648F0813;1999/12/31;21:01:27
172.26.32.35;1/1;;;;;3HE06797AABB0111;NS1541S0315;1999/12/31;21:01:14
172.26.32.35;1/2;;;;;3HE06797AABB0111;NS1541S0315;1999/12/31;21:01:10
172.26.32.36;1/1;;;;;3HE06797AABB0111;NS1545S1041;1999/12/31;21:01:13
172.26.32.36;1/2;;;;;3HE06797AABB0111;NS1545S1041;1999/12/31;21:01:10
172.26.34.117;1/1;;;;;3HE06797AABC0102;NS1649S0789;1999/12/31;21:01:14
172.26.34.117;1/2;;;;;3HE06797AABC0102;NS1649S0789;1999/12/31;21:01:11
172.26.32.50;1/1;;;;;3HE05051ABAE0105;NS1216F1586;2017/10/26;02:21:55
172.26.32.50;1/2;;;;;3HE05051ABAE0105;NS1216F1586;2017/10/26;02:21:53
172.26.32.38;1/1;;;;;3HE06797AABB0111;NS1545S1204;1999/12/31;21:01:13
172.26.41.9;1/1;;;;;3HE05051ABAE0105;NS1216F1682;1999/12/31;21:01:29
172.26.32.38;1/2;;;;;3HE06797AABB0111;NS1545S1204;1999/12/31;21:01:10
172.26.41.9;1/2;;;;;3HE05051ABAE0105;NS1216F1682;1999/12/31;21:01:27
172.26.32.6;1/1;;;;;3HE05051ABAD0104;NS1145F0318;1999/12/31;21:01:35
172.26.32.6;1/2;;;;;3HE05051ABAD0104;NS1145F0318;1999/12/31;21:01:33
172.26.32.5;1/1;;;;;3HE05051ABAD0104;NS1140F0806;1999/12/31;21:01:30
172.26.32.5;1/2;;;;;3HE05051ABAD0104;NS1140F0806;1999/12/31;21:01:27
172.26.32.8;1/1;;;;;3HE05051ABAD0104;NS1145F0229;1999/12/31;21:01:30
172.26.32.8;1/2;;;;;3HE05051ABAD0104;NS1145F0229;1999/12/31;21:01:28
172.26.32.7;1/1;;;;;3HE05051ABAE0110;NS1146F1144;1999/12/31;21:01:29
172.26.32.7;1/2;;;;;3HE05051ABAE0110;NS1146F1144;1999/12/31;21:01:27
172.26.32.9;1/1;;;;;3HE06797AABC0104;NS1719S7400;1999/12/31;20:01:20
172.26.32.9;1/2;;;;;3HE06797AABC0104;NS1719S7400;1999/12/31;20:01:16
172.26.32.246;1/1;;;;;3HE04699AAAA01;NS1239C0110;2018/07/04;21:38:48
172.26.33.10;1/1;;;;;3HE05051ABAD0104;NS1140F1742;2017/10/26;00:59:47
172.26.33.10;1/2;;;;;3HE05051ABAD0104;NS1140F1742;2017/10/26;00:59:45
172.26.33.101;1/1;;;;;3HE05051ABAE0109;NS1317F0211;2017/11/02;00:51:32
172.26.33.101;1/2;;;;;3HE05051ABAE0109;NS1317F0211;2017/11/02;00:51:29
172.26.33.102;1/1;;;;;3HE05051ABAD0104;NS1138F1953;1999/12/31;21:01:29
172.26.33.102;1/2;;;;;3HE05051ABAD0104;NS1138F1953;1999/12/31;21:01:27
172.26.33.103;1/1;;;;;3HE05051ABAD0104;NS1137F1702;2017/10/19;01:50:04
172.26.33.103;1/2;;;;;3HE05051ABAD0104;NS1137F1702;2017/10/19;01:50:02
172.26.33.104;1/1;;;;;3HE05051ABAD0105;NS1146F0942;1999/12/31;21:01:29
172.26.33.104;1/2;;;;;3HE05051ABAD0105;NS1146F0942;1999/12/31;21:01:27
172.26.33.11;1/1;;;;;3HE05051ABAD0104;NS1141F0086;1999/12/31;21:01:30
172.26.33.11;1/2;;;;;3HE05051ABAD0104;NS1141F0086;1999/12/31;21:01:28
172.26.33.12;1/1;;;;;3HE06797AABC0102;NS1643S7047;2017/11/09;00:32:40
172.26.33.12;1/2;;;;;3HE06797AABC0102;NS1643S7047;2017/11/09;00:32:36
172.26.32.46;1/1;;;;;3HE06797AABC0102;NS1647S4597;1999/12/31;21:01:14
172.26.33.112;1/1;;;;;3HE06797AABB0111;NS1543S3694;2017/10/26;01:00:00
172.26.32.46;1/2;;;;;3HE06797AABC0102;NS1647S4597;1999/12/31;21:01:10
