172.26.33.133;1;up;halfspeed
172.26.33.134;1;up;halfspeed
172.26.33.135;1;up;halfspeed
172.26.33.136;1;up;halfspeed
172.26.33.137;1;up;halfspeed
172.26.33.139;1;up;halfspeed
172.26.33.140;1;ok;fullspeed
172.26.33.140;2;up;fullspeed
172.26.33.142;1;up;off
172.26.33.141;1;up;halfspeed
172.26.33.144;1;criticalfailure;fullspeed
172.26.33.17;1;ok;normal
172.26.33.17;2;up;normal
172.26.33.16;1;up;halfspeed
172.26.33.15;1;up;halfspeed
172.26.33.186;1;ok;fullspeed
172.26.33.186;2;up;fullspeed
172.26.33.185;1;up;halfspeed
172.26.33.150;1;up;halfspeed
172.26.33.192;1;ok;normal
172.26.33.192;2;up;normal
172.26.33.19;1;up;halfspeed
172.26.33.201;1;ok;fullspeed
172.26.33.201;2;up;fullspeed
172.26.33.200;1;ok;fullspeed
172.26.33.200;2;up;fullspeed
172.26.33.20;1;up;halfspeed
172.26.33.202;1;up;halfspeed
172.26.33.203;1;up;halfspeed
172.26.33.205;1;up;halfspeed
172.26.33.206;1;up;halfspeed
172.26.33.21;1;up;off
172.26.33.211;1;up;halfspeed
172.26.33.213;1;up;halfspeed
172.26.33.214;1;up;halfspeed
172.26.33.216;1;ok;fullspeed
172.26.33.216;2;up;fullspeed
172.26.33.217;1;up;halfspeed
172.26.33.218;1;up;halfspeed
172.26.33.22;1;up;halfspeed
172.26.33.220;1;up;halfspeed
172.26.33.222;1;up;halfspeed
172.26.33.221;1;up;halfspeed
172.26.33.23;1;up;halfspeed
172.26.33.24;1;up;halfspeed
172.26.33.224;1;up;halfspeed
172.26.33.25;1;up;halfspeed
172.26.33.26;1;up;halfspeed
172.26.33.28;1;up;halfspeed
172.26.33.29;1;up;halfspeed
172.26.33.34;1;up;halfspeed
172.26.33.35;1;up;halfspeed
172.26.33.38;1;up;halfspeed
172.26.33.41;1;up;halfspeed
172.26.33.42;1;up;halfspeed
172.26.33.43;1;up;halfspeed
172.26.33.44;1;up;off
172.26.33.46;1;up;halfspeed
172.26.33.47;1;up;halfspeed
172.26.33.48;1;up;halfspeed
172.26.33.49;1;up;halfspeed
172.26.33.50;1;up;halfspeed
172.26.33.51;1;up;halfspeed
172.26.33.53;1;up;halfspeed
172.26.33.52;1;up;halfspeed
172.26.33.54;1;up;halfspeed
172.26.33.55;1;up;halfspeed
172.26.33.57;1;up;halfspeed
172.26.33.59;1;up;halfspeed
172.26.33.6;1;up;halfspeed
172.26.33.62;1;up;halfspeed
172.26.33.60;1;up;halfspeed
172.26.33.65;1;up;off
172.26.33.67;1;up;halfspeed
172.26.33.167;1;up;halfspeed
172.26.33.69;1;up;halfspeed
172.26.33.70;1;up;halfspeed
172.26.33.71;1;up;off
172.26.33.72;1;up;halfspeed
172.26.33.73;1;up;halfspeed
172.26.33.76;1;up;halfspeed
172.26.33.77;1;up;halfspeed
172.26.33.79;1;up;halfspeed
172.26.33.8;1;up;halfspeed
172.26.33.80;1;up;halfspeed
172.26.33.82;1;up;halfspeed
172.26.33.83;1;up;halfspeed
172.26.33.84;1;up;halfspeed
172.26.33.85;1;up;halfspeed
172.26.33.86;1;up;halfspeed
172.26.33.87;1;up;halfspeed
172.26.33.89;1;up;halfspeed
172.26.33.90;1;up;halfspeed
172.26.33.91;1;up;halfspeed
172.26.33.94;1;up;halfspeed
172.26.33.98;1;up;halfspeed
172.26.34.11;1;up;halfspeed
172.26.34.12;1;up;halfspeed
172.26.34.13;1;up;halfspeed
172.26.34.14;1;up;halfspeed
172.26.34.15;1;up;halfspeed
172.26.34.16;1;up;halfspeed
172.26.34.17;1;up;off
172.26.34.173;1;up;halfspeed
172.26.34.174;1;up;halfspeed
172.26.34.176;1;up;halfspeed
172.26.34.178;1;up;halfspeed
172.26.34.181;1;up;off
172.26.34.184;1;ok;normal
172.26.34.184;2;up;normal
172.26.34.18;1;up;halfspeed
172.26.34.182;1;up;halfspeed
172.26.34.183;1;up;halfspeed
172.26.34.185;1;up;halfspeed
172.26.34.186;1;up;halfspeed
172.26.34.187;1;up;halfspeed
172.26.34.188;1;up;halfspeed
172.26.34.189;1;up;halfspeed
172.26.34.19;1;up;halfspeed
172.26.34.109;1;up;halfspeed
172.26.34.190;1;up;halfspeed
172.26.34.191;1;up;halfspeed
172.26.34.110;1;up;off
172.26.34.193;1;up;off
172.26.34.194;1;up;halfspeed
172.26.34.196;1;up;halfspeed
172.26.34.197;1;up;halfspeed
172.26.34.198;1;up;halfspeed
172.26.34.199;1;up;halfspeed
172.26.34.201;1;ok;fullspeed
172.26.34.201;2;up;fullspeed
172.26.34.205;1;ok;normal
172.26.34.205;2;up;normal
172.26.34.20;1;up;halfspeed
172.26.34.200;1;ok;fullspeed
172.26.34.200;2;up;fullspeed
172.26.34.202;1;up;halfspeed
172.26.34.206;1;up;halfspeed
172.26.34.207;1;ok;fullspeed
172.26.34.207;2;up;fullspeed
172.26.34.208;1;up;halfspeed
172.26.34.209;1;up;halfspeed
172.26.34.219;1;ok;normal
172.26.34.219;2;up;normal
172.26.34.210;1;up;halfspeed
172.26.34.211;1;up;halfspeed
172.26.34.172;1;up;halfspeed
172.26.34.212;1;up;halfspeed
172.26.34.220;1;up;fullspeed
172.26.34.213;1;up;halfspeed
172.26.34.22;1;up;halfspeed
172.26.34.221;1;ok;fullspeed
172.26.34.221;2;up;fullspeed
172.26.34.223;1;up;halfspeed
172.26.34.224;1;up;halfspeed
172.26.34.225;1;up;halfspeed
172.26.34.226;1;up;off
172.26.34.230;1;ok;normal
172.26.34.230;2;up;normal
172.26.34.227;1;up;off
172.26.34.228;1;up;halfspeed
172.26.34.229;1;up;halfspeed
172.26.34.23;1;up;halfspeed
172.26.34.234;1;ok;normal
172.26.34.234;2;up;normal
172.26.34.232;1;up;off
172.26.34.231;1;up;halfspeed
172.26.34.233;1;up;halfspeed
172.26.34.235;1;up;off
172.26.34.180;1;up;halfspeed
172.26.34.236;1;up;halfspeed
172.26.34.238;1;up;halfspeed
172.26.34.239;1;up;halfspeed
172.26.34.24;1;up;halfspeed
172.26.34.240;1;up;off
172.26.34.119;1;up;halfspeed
172.26.34.241;1;up;halfspeed
172.26.34.242;1;up;halfspeed
172.26.34.244;1;up;halfspeed
172.26.34.245;1;up;halfspeed
172.26.34.246;1;up;halfspeed
172.26.34.247;1;up;halfspeed
172.26.34.248;1;up;halfspeed
172.26.34.249;1;up;halfspeed
172.26.34.250;1;up;halfspeed
172.26.34.25;1;up;halfspeed
172.26.34.251;1;up;halfspeed
172.26.34.252;1;up;off
172.26.34.253;1;up;halfspeed
172.26.34.254;1;up;halfspeed
172.26.34.27;1;up;halfspeed
172.26.34.28;1;up;halfspeed
172.26.34.30;1;up;halfspeed
172.26.34.31;1;up;halfspeed
172.26.34.32;1;up;off
172.26.34.34;1;up;halfspeed
172.26.34.36;1;up;halfspeed
172.26.34.37;1;up;halfspeed
172.26.34.120;1;ok;fullspeed
172.26.34.120;2;up;fullspeed
172.26.34.93;1;up;off
172.26.34.40;1;up;halfspeed
172.26.34.41;1;up;halfspeed
172.26.34.42;1;up;halfspeed
172.26.34.43;1;up;halfspeed
172.26.34.44;1;up;halfspeed
172.26.34.45;1;up;halfspeed
172.26.34.46;1;up;halfspeed
172.26.34.47;1;up;halfspeed
172.26.34.48;1;up;halfspeed
172.26.34.49;1;up;off
172.26.34.50;1;up;halfspeed
172.26.34.51;1;up;halfspeed
172.26.34.53;1;up;halfspeed
172.26.34.54;1;up;halfspeed
172.26.34.55;1;up;halfspeed
172.26.34.57;1;up;halfspeed
172.26.34.59;1;up;halfspeed
172.26.34.60;1;up;halfspeed
172.26.34.61;1;up;halfspeed
172.26.34.62;1;up;halfspeed
172.26.34.63;1;up;halfspeed
172.26.34.64;1;up;halfspeed
172.26.34.65;1;up;halfspeed
172.26.34.66;1;up;halfspeed
172.26.34.67;1;up;halfspeed
172.26.34.68;1;up;halfspeed
172.26.34.69;1;up;halfspeed
172.26.34.71;1;up;halfspeed
172.26.34.73;1;up;halfspeed
172.26.34.74;1;up;halfspeed
172.26.34.75;1;up;halfspeed
172.26.34.76;1;up;halfspeed
172.26.34.77;1;up;halfspeed
172.26.34.78;1;up;halfspeed
172.26.34.79;1;up;halfspeed
172.26.34.80;1;up;halfspeed
172.26.34.94;1;up;off
172.26.34.95;1;up;halfspeed
172.26.34.96;1;up;halfspeed
172.26.35.11;1;ok;normal
172.26.35.11;2;up;normal
172.26.34.98;1;up;halfspeed
172.26.34.99;1;up;halfspeed
172.26.35.10;1;up;off
172.26.35.114;1;up;halfspeed
172.26.35.115;1;up;halfspeed
172.26.35.118;1;ok;normal
172.26.35.118;2;up;normal
172.26.35.116;1;up;halfspeed
172.26.34.97;1;up;halfspeed
172.26.35.119;1;up;halfspeed
172.26.35.117;1;up;halfspeed
172.26.35.12;1;up;halfspeed
172.26.35.123;1;ok;fullspeed
172.26.35.123;2;up;fullspeed
172.26.35.120;1;up;halfspeed
172.26.35.121;1;up;halfspeed
172.26.35.124;1;ok;normal
172.26.35.124;2;up;normal
172.26.35.122;1;up;off
172.26.35.226;1;ok;normal
172.26.35.226;2;up;normal
172.26.35.101;1;up;off
172.26.35.87;1;ok;normal
172.26.35.87;2;up;normal
172.26.35.138;1;criticalfailure;fullspeed
172.26.35.17;1;ok;normal
172.26.35.17;2;up;normal
172.26.35.15;1;ok;fullspeed
172.26.35.15;2;up;fullspeed
172.26.35.14;1;up;halfspeed
172.26.35.19;1;ok;fullspeed
172.26.35.19;2;up;fullspeed
172.26.35.199;1;up;halfspeed
172.26.35.201;1;up;fullspeed
172.26.35.200;1;ok;fullspeed
172.26.35.200;2;up;fullspeed
172.26.35.20;1;up;halfspeed
172.26.35.203;1;ok;fullspeed
172.26.35.203;2;up;fullspeed
172.26.35.205;1;ok;normal
172.26.35.205;2;up;normal
172.26.35.202;1;up;halfspeed
172.26.35.206;1;ok;fullspeed
172.26.35.206;2;up;fullspeed
172.26.35.21;1;ok;normal
172.26.35.21;2;up;normal
172.26.35.208;1;up;halfspeed
172.26.35.209;1;up;halfspeed
172.26.35.210;1;up;halfspeed
172.26.35.213;1;up;halfspeed
172.26.35.214;1;up;halfspeed
172.26.35.215;1;up;halfspeed
172.26.35.218;1;up;halfspeed
172.26.35.221;1;up;halfspeed
172.26.35.222;1;up;halfspeed
172.26.35.224;1;up;halfspeed
172.26.35.26;1;ok;fullspeed
172.26.35.26;2;up;fullspeed
172.26.35.223;1;up;halfspeed
172.26.35.23;1;up;halfspeed
172.26.35.27;1;ok;fullspeed
172.26.35.27;2;up;fullspeed
172.26.35.25;1;up;halfspeed
172.26.35.31;1;ok;fullspeed
172.26.35.31;2;up;fullspeed
172.26.35.30;1;ok;fullspeed
172.26.35.30;2;up;fullspeed
172.26.35.34;1;ok;fullspeed
172.26.35.34;2;up;fullspeed
172.26.35.36;1;up;halfspeed
172.26.35.35;1;up;halfspeed
172.26.35.37;1;up;halfspeed
172.26.35.133;1;ok;normal
172.26.35.133;2;up;normal
172.26.35.39;1;up;halfspeed
172.26.35.38;1;up;halfspeed
172.26.35.40;1;up;halfspeed
172.26.35.42;1;up;halfspeed
172.26.35.43;1;up;halfspeed
172.26.35.44;1;up;halfspeed
172.26.35.45;1;up;halfspeed
172.26.35.46;1;up;halfspeed
172.26.35.53;1;up;halfspeed
172.26.35.52;1;up;halfspeed
172.26.35.93;1;up;halfspeed
172.26.35.54;1;up;halfspeed
172.26.35.77;1;up;off
172.26.35.56;1;up;halfspeed
172.26.35.57;1;up;halfspeed
172.26.35.58;1;up;halfspeed
172.26.35.59;1;up;halfspeed
172.26.35.6;1;up;halfspeed
172.26.35.70;1;up;halfspeed
172.26.35.61;1;up;halfspeed
172.26.35.7;1;up;off
172.26.35.225;1;up;halfspeed
172.26.35.76;1;up;halfspeed
172.26.36.11;1;up;halfspeed
172.26.36.126;1;up;halfspeed
172.26.36.127;1;up;halfspeed
172.26.36.13;1;up;halfspeed
172.26.36.147;1;minorfailure;fullspeed
172.26.36.14;1;up;halfspeed
172.26.36.149;1;up;halfspeed
172.26.36.150;1;up;halfspeed
172.26.36.15;1;up;halfspeed
172.26.36.151;1;up;halfspeed
172.26.36.152;1;up;halfspeed
172.26.36.153;1;up;off
172.26.36.154;1;up;halfspeed
172.26.36.221;1;up;halfspeed
172.26.36.157;1;up;halfspeed
172.26.36.156;1;up;halfspeed
172.26.36.158;1;up;off
172.26.36.159;1;up;halfspeed
172.26.36.16;1;up;off
172.26.36.160;1;up;halfspeed
172.26.36.162;1;up;halfspeed
172.26.36.161;1;up;halfspeed
172.26.36.164;1;ok;fullspeed
172.26.36.164;2;up;fullspeed
172.26.36.165;1;up;halfspeed
172.26.36.166;1;up;halfspeed
172.26.36.167;1;up;halfspeed
172.26.36.168;1;up;off
172.26.36.169;1;up;halfspeed
172.26.36.170;1;up;halfspeed
172.26.36.171;1;up;off
172.26.36.172;1;up;halfspeed
172.26.36.176;1;up;halfspeed
172.26.36.173;1;up;halfspeed
172.26.36.177;1;up;halfspeed
172.26.36.18;1;up;halfspeed
172.26.36.192;1;up;halfspeed
172.26.36.193;1;up;halfspeed
172.26.36.19;1;up;halfspeed
172.26.36.194;1;up;halfspeed
172.26.36.195;1;up;halfspeed
172.26.36.196;1;up;halfspeed
172.26.36.208;1;up;halfspeed
172.26.36.20;1;up;off
172.26.36.209;1;up;halfspeed
172.26.36.21;1;up;halfspeed
172.26.36.211;1;up;halfspeed
172.26.36.210;1;up;halfspeed
172.26.36.212;1;up;halfspeed
172.26.36.217;1;ok;fullspeed
172.26.36.217;2;up;fullspeed
172.26.36.214;1;up;halfspeed
172.26.36.215;1;up;halfspeed
172.26.36.213;1;up;halfspeed
172.26.36.218;1;up;halfspeed
172.26.36.219;1;up;halfspeed
172.26.36.22;1;up;halfspeed
172.26.36.220;1;up;halfspeed
172.26.36.222;1;up;halfspeed
172.26.36.224;1;up;halfspeed
172.26.36.226;1;up;halfspeed
172.26.36.227;1;up;halfspeed
172.26.36.228;1;up;halfspeed
172.26.36.229;1;up;halfspeed
172.26.36.23;1;up;halfspeed
172.26.36.230;1;up;halfspeed
172.26.36.231;1;up;halfspeed
172.26.36.233;1;up;halfspeed
172.26.36.24;1;up;halfspeed
172.26.36.246;1;up;halfspeed
172.26.36.247;1;up;halfspeed
172.26.36.248;1;up;halfspeed
172.26.36.250;1;up;halfspeed
172.26.36.251;1;up;off
172.26.36.252;1;up;halfspeed
172.26.36.254;1;up;halfspeed
172.26.36.253;1;up;halfspeed
172.26.36.28;1;up;halfspeed
172.26.36.29;1;up;halfspeed
172.26.36.30;1;up;halfspeed
172.26.36.32;1;up;halfspeed
172.26.36.33;1;up;halfspeed
172.26.36.34;1;up;halfspeed
172.26.36.39;1;up;halfspeed
172.26.36.38;1;up;halfspeed
172.26.36.40;1;up;halfspeed
172.26.36.41;1;up;halfspeed
172.26.36.42;1;up;halfspeed
172.26.36.43;1;up;halfspeed
172.26.36.45;1;up;halfspeed
172.26.36.46;1;up;halfspeed
172.26.36.47;1;up;halfspeed
172.26.36.48;1;up;halfspeed
172.26.36.5;1;up;halfspeed
172.26.36.61;1;up;halfspeed
172.26.36.63;1;up;halfspeed
172.26.36.65;1;up;halfspeed
172.26.36.66;1;up;halfspeed
172.26.36.67;1;up;halfspeed
172.26.36.68;1;up;halfspeed
172.26.36.7;1;up;halfspeed
172.26.36.70;1;up;halfspeed
172.26.36.73;1;criticalfailure;fullspeed
172.26.36.72;1;up;halfspeed
172.26.36.74;1;up;halfspeed
172.26.36.75;1;up;halfspeed
172.26.36.76;1;up;halfspeed
172.26.36.77;1;up;halfspeed
172.26.36.78;1;up;halfspeed
172.26.36.8;1;up;halfspeed
172.26.36.83;1;up;halfspeed
172.26.36.84;1;up;halfspeed
172.26.36.9;1;up;halfspeed
172.26.37.10;1;up;halfspeed
172.26.37.11;1;up;halfspeed
172.26.37.12;1;up;halfspeed
172.26.37.126;1;up;halfspeed
172.26.37.127;1;up;halfspeed
172.26.37.13;1;up;halfspeed
172.26.37.187;1;ok;normal
172.26.37.187;2;up;normal
172.26.37.15;1;up;halfspeed
172.26.37.16;1;up;halfspeed
172.26.37.17;1;up;halfspeed
172.26.37.18;1;up;halfspeed
172.26.37.190;1;ok;normal
172.26.37.190;2;up;normal
172.26.37.189;1;up;halfspeed
172.26.37.19;1;up;halfspeed
172.26.37.20;1;up;halfspeed
172.26.37.21;1;up;halfspeed
172.26.37.22;1;up;halfspeed
172.26.37.23;1;up;halfspeed
172.26.37.24;1;up;off
172.26.37.25;1;up;halfspeed
172.26.37.26;1;up;halfspeed
172.26.37.27;1;up;halfspeed
172.26.37.28;1;up;halfspeed
172.26.37.29;1;up;halfspeed
172.26.37.30;1;up;halfspeed
172.26.37.31;1;up;halfspeed
172.26.37.32;1;up;halfspeed
172.26.37.34;1;up;halfspeed
172.26.37.35;1;up;halfspeed
172.26.37.36;1;up;halfspeed
172.26.37.37;1;up;halfspeed
172.26.37.38;1;up;halfspeed
172.26.37.39;1;up;halfspeed
172.26.37.80;1;up;halfspeed
172.26.37.40;1;up;halfspeed
172.26.37.41;1;up;halfspeed
172.26.37.45;1;up;halfspeed
172.26.37.46;1;up;halfspeed
172.26.37.47;1;up;halfspeed
172.26.37.48;1;up;halfspeed
172.26.37.49;1;up;halfspeed
172.26.37.5;1;up;halfspeed
172.26.37.50;1;up;halfspeed
172.26.37.51;1;up;halfspeed
172.26.37.52;1;up;halfspeed
172.26.37.100;1;up;off
172.26.37.53;1;up;halfspeed
172.26.37.54;1;up;halfspeed
172.26.37.55;1;up;halfspeed
172.26.37.6;1;up;halfspeed
172.26.37.56;1;up;halfspeed
172.26.37.61;1;up;halfspeed
172.26.37.62;1;up;halfspeed
172.26.37.63;1;up;off
172.26.37.64;1;up;halfspeed
172.26.37.65;1;up;halfspeed
172.26.37.66;1;up;halfspeed
172.26.37.67;1;up;halfspeed
172.26.37.68;1;up;halfspeed
172.26.37.69;1;up;halfspeed
172.26.37.70;1;up;halfspeed
172.26.37.71;1;up;halfspeed
172.26.37.72;1;up;halfspeed
172.26.37.73;1;up;halfspeed
172.26.37.74;1;up;halfspeed
172.26.37.75;1;up;off
172.26.37.76;1;up;halfspeed
172.26.37.108;1;up;halfspeed
172.26.37.78;1;up;halfspeed
172.26.37.79;1;up;halfspeed
172.26.37.81;1;up;halfspeed
172.26.37.8;1;up;halfspeed
172.26.37.82;1;up;halfspeed
172.26.37.83;1;up;halfspeed
172.26.37.84;1;up;halfspeed
172.26.37.9;1;up;halfspeed
172.26.37.91;1;up;halfspeed
172.26.37.93;1;up;fullspeed
172.26.38.5;1;up;halfspeed
172.26.38.6;1;up;halfspeed
172.26.38.7;1;up;halfspeed
172.26.39.100;1;up;halfspeed
172.26.39.10;1;up;halfspeed
172.26.39.101;1;up;halfspeed
172.26.39.102;1;up;halfspeed
172.26.39.103;1;up;halfspeed
172.26.39.104;1;up;halfspeed
172.26.39.11;1;up;halfspeed
172.26.39.110;1;up;halfspeed
172.26.39.114;1;up;halfspeed
172.26.39.115;1;up;halfspeed
172.26.39.120;1;ok;normal
172.26.39.120;2;up;normal
172.26.39.119;1;up;halfspeed
172.26.39.12;1;up;halfspeed
172.26.39.121;1;up;halfspeed
172.26.39.125;1;up;off
172.26.39.127;1;up;halfspeed
172.26.39.126;1;up;halfspeed
172.26.39.129;1;up;halfspeed
172.26.39.128;1;up;halfspeed
172.26.39.13;1;up;halfspeed
172.26.39.130;1;up;halfspeed
172.26.39.132;1;up;halfspeed
172.26.39.131;1;up;halfspeed
172.26.39.133;1;up;halfspeed
172.26.39.138;1;ok;normal
172.26.39.138;2;up;normal
172.26.39.134;1;up;halfspeed
172.26.39.135;1;up;halfspeed
172.26.39.137;1;up;halfspeed
172.26.39.136;1;up;halfspeed
172.26.39.139;1;up;halfspeed
172.26.39.141;1;up;halfspeed
172.26.39.144;1;ok;fullspeed
172.26.39.144;2;up;fullspeed
172.26.39.142;1;up;halfspeed
172.26.39.145;1;ok;fullspeed
172.26.39.145;2;up;fullspeed
172.26.39.143;1;ok;fullspeed
172.26.39.143;2;up;fullspeed
172.26.39.146;1;up;halfspeed
172.26.39.148;1;up;halfspeed
172.26.39.147;1;up;halfspeed
172.26.39.15;1;up;halfspeed
172.26.39.248;1;up;halfspeed
172.26.39.151;1;up;halfspeed
172.26.39.152;1;up;halfspeed
172.26.39.85;1;up;halfspeed
172.26.39.153;1;up;halfspeed
172.26.39.196;1;up;halfspeed
172.26.39.154;1;up;halfspeed
172.26.39.155;1;up;halfspeed
172.26.39.156;1;up;halfspeed
172.26.39.157;1;up;halfspeed
172.26.39.158;1;ok;normal
172.26.39.158;2;up;normal
172.26.39.159;1;up;halfspeed
172.26.39.16;1;up;halfspeed
172.26.39.163;1;ok;normal
172.26.39.163;2;up;normal
172.26.39.160;1;up;halfspeed
172.26.39.161;1;up;halfspeed
172.26.39.162;1;up;halfspeed
172.26.39.165;1;ok;normal
172.26.39.165;2;up;normal
172.26.39.166;1;ok;normal
172.26.39.166;2;up;normal
172.26.39.164;1;ok;fullspeed
172.26.39.164;2;up;fullspeed
172.26.39.168;1;up;halfspeed
172.26.39.29;1;up;halfspeed
172.26.39.169;1;up;halfspeed
172.26.39.17;1;up;halfspeed
172.26.39.170;1;up;halfspeed
172.26.39.171;1;up;off
172.26.39.172;1;up;halfspeed
172.26.36.99;1;up;halfspeed
172.26.39.173;1;up;off
172.26.39.174;1;up;halfspeed
172.26.39.175;1;up;halfspeed
172.26.39.176;1;up;halfspeed
172.26.39.177;1;up;halfspeed
172.26.39.179;1;up;halfspeed
172.26.39.181;1;up;halfspeed
172.26.39.182;1;up;halfspeed
172.26.39.183;1;up;halfspeed
172.26.39.184;1;up;halfspeed
172.26.39.185;1;up;halfspeed
172.26.39.186;1;up;halfspeed
172.26.39.187;1;up;halfspeed
172.26.39.192;1;up;halfspeed
172.26.39.199;1;ok;normal
172.26.39.199;2;up;normal
172.26.39.193;1;up;halfspeed
172.26.39.197;1;up;halfspeed
172.26.39.200;1;ok;fullspeed
172.26.39.200;2;up;fullspeed
172.26.39.201;1;ok;fullspeed
172.26.39.201;2;up;fullspeed
172.26.39.20;1;up;halfspeed
172.26.39.202;1;ok;fullspeed
172.26.39.202;2;up;fullspeed
172.26.39.203;1;up;halfspeed
172.26.39.205;1;up;halfspeed
172.26.39.204;1;up;halfspeed
172.26.39.207;1;up;halfspeed
172.26.39.208;1;up;halfspeed
172.26.39.210;1;up;halfspeed
172.26.39.214;1;ok;normal
172.26.39.214;2;up;normal
172.26.39.212;1;up;halfspeed
172.26.39.21;1;up;halfspeed
172.26.39.213;1;ok;normal
172.26.39.213;2;up;normal
172.26.39.215;1;up;halfspeed
172.26.39.216;1;up;halfspeed
172.26.39.217;1;up;halfspeed
172.26.39.218;1;up;halfspeed
172.26.39.219;1;up;halfspeed
172.26.39.239;1;up;halfspeed
172.26.39.220;1;up;halfspeed
172.26.39.230;1;up;halfspeed
172.26.39.227;1;up;fullspeed
172.26.39.238;1;up;halfspeed
172.26.39.223;1;up;halfspeed
172.26.39.222;1;ok;fullspeed
172.26.39.222;2;up;fullspeed
172.26.39.229;1;ok;normal
172.26.39.229;2;up;normal
172.26.39.226;1;up;halfspeed
172.26.39.96;1;up;off
172.26.39.225;1;up;off
172.26.39.228;1;up;halfspeed
172.26.39.232;1;ok;fullspeed
172.26.39.232;2;up;fullspeed
172.26.39.23;1;up;halfspeed
172.26.39.231;1;up;halfspeed
172.26.39.237;1;up;halfspeed
172.26.39.236;1;ok;fullspeed
172.26.39.236;2;up;fullspeed
172.26.39.233;1;up;halfspeed
172.26.39.235;1;up;off
172.26.39.24;1;up;halfspeed
172.26.39.244;1;ok;normal
172.26.39.244;2;up;normal
172.26.39.242;1;up;halfspeed
172.26.39.243;1;up;halfspeed
172.26.39.241;1;up;halfspeed
172.26.39.249;1;up;fullspeed
172.26.39.245;1;up;halfspeed
172.26.39.247;1;up;halfspeed
172.26.39.251;1;up;off
172.26.39.250;1;up;halfspeed
172.26.39.252;1;up;halfspeed
172.26.39.253;1;up;halfspeed
172.26.39.254;1;up;halfspeed
172.26.39.26;1;up;halfspeed
172.26.39.27;1;up;halfspeed
172.26.39.28;1;up;halfspeed
172.26.39.32;1;up;halfspeed
172.26.39.31;1;up;halfspeed
172.26.39.35;1;up;halfspeed
172.26.39.36;1;up;halfspeed
172.26.39.37;1;up;halfspeed
172.26.39.39;1;up;halfspeed
172.26.39.41;1;up;off
172.26.39.44;1;up;halfspeed
172.26.39.60;1;up;halfspeed
172.26.39.63;1;up;off
172.26.39.62;1;up;halfspeed
172.26.39.64;1;up;halfspeed
172.26.39.65;1;up;off
172.26.39.66;1;up;halfspeed
172.26.39.67;1;up;halfspeed
172.26.39.68;1;up;off
172.26.39.69;1;up;halfspeed
172.26.39.70;1;up;halfspeed
172.26.39.74;1;up;halfspeed
172.26.39.75;1;up;halfspeed
