172.26.32.209;TOP5000_TO_eNode_B_23L066_TOP;10.52.81.189;30;1/1/7;90;IES;Up;Up;10.52.81.188
172.26.32.209;TO_CRU_LAUTARO_13314_1/1/2;172.27.2.50;30;1/1/1;N/A;Network;Up;Up;172.27.2.48
172.26.32.209;TO_SARM_PAN_NORTE_13_307;172.27.2.53;30;1/1/2;N/A;Network;Up;Up;172.27.2.52
172.26.32.21;BC_13494_loopback;10.55.7.23;32;loopback;N/A;Network;Up;Up;10.55.7.23
172.26.32.209;system;172.26.32.209;32;system;N/A;Network;Up;Up;172.26.32.209
172.26.32.21;TOP5000_TO_eNode_B_13494_TOP;10.52.80.89;30;1/1/7;90;IES;Up;Up;10.52.80.88
172.26.32.21;TO_MR_B_QUILIC_13H001_1/1/4;172.27.0.93;30;1/1/2;N/A;Network;Up;Up;172.27.0.92
172.26.32.21;TO_PUNTA_MOCHA_23393_1/1/2;172.27.0.86;30;1/1/1;N/A;Network;Up;Up;172.27.0.84
172.26.32.21;system;172.26.32.21;32;system;N/A;Network;Up;Up;172.26.32.21
172.26.32.212;BC_13iL006_loopback;10.55.7.43;32;loopback;N/A;Network;Up;Up;10.55.7.43
172.26.32.212;TOP5000_TO_Node_B_13iW006_TOP;10.60.26.165;30;1/3/8;95;IES;Up;Up;10.60.26.164
172.26.32.212;TOP5000_TO_Node_B_13iX006_TOP;10.60.26.169;30;1/3/8;97;IES;Up;Up;10.60.26.168
172.26.32.212;TOP5000_TO_eNode_B_13iL006_TOP;10.52.80.169;30;1/1/8;90;IES;Up;Up;10.52.80.168
172.26.32.1;TO_CONCERT_HRB_13006_2/2/1;172.27.92.141;30;2/2/1;100;none;Up;Up;172.27.92.140
172.26.32.212;TOP5000_TO_eNode_B_33iL251_TOP;10.52.80.245;30;1/2/8;91;IES;Up;Up;10.52.80.244
172.26.32.212;TOP5000_TO_eNode_B_33iL252_TOP;10.52.80.249;30;1/3/7;92;IES;Up;Up;10.52.80.248
172.26.32.1;TO_CORP_CONCERT_A_LAG-1;172.27.2.2;30;lag-3;N/A;none;Up;Up;172.27.2.0
172.26.32.212;TOP5000_TO_eNode_B_33iX251_TOP;10.60.6.105;30;1/2/7;96;IES;Up;Up;10.60.6.104
172.26.32.1;TO_CPAA1_Area_0.0.13.25;172.27.0.150;30;;N/A;none;Up;Up;172.27.0.148
172.26.32.212;TOP5000_TO_eNode_B_33iX252_TOP;10.60.6.109;30;1/4/7;97;IES;Up;Up;10.60.6.108
172.26.32.212;TO_AEROPUERTO_LR_13054_1/2/8;172.27.2.74;30;1/1/7;N/A;Network;Up;Up;172.27.2.72
172.26.32.1;TO_CPAA1_Area_0.0.13.26;172.27.2.166;30;;N/A;none;Up;Up;172.27.2.164
172.26.32.212;TO_QUILICURA_MRB_13H001_2/1/6;172.27.2.177;30;1/4/8;N/A;Network;Up;Up;172.27.2.176
172.26.32.1;TO_DATACENTER_LIRAY_MR_A_1/1/10;172.27.111.245;30;2/1/2;N/A;none;Up;Up;172.27.111.244
172.26.32.212;system;172.26.32.212;32;system;N/A;Network;Up;Up;172.26.32.212
172.26.32.1;TO_HRB_CERRILLOS_3/1/1_VLAN100;172.27.150.74;30;4/1/1;100;none;Up;Up;172.27.150.72
172.26.32.1;TO_MALL_PLAZA_NORTE_13537_1/1/7;172.27.2.61;30;2/1/8;N/A;none;Up;Up;172.27.2.60
172.26.32.1;TO_O&M_Cisco_L1_Sw_2;172.23.250.21;29;rvpls-130025500;N/A;none;Up;Up;172.23.250.16
172.26.32.1;TO_QUILICURA_MR_A_13H001_LAG-1;172.27.0.246;30;lag-1;N/A;none;Up;Up;172.27.0.244
172.26.32.1;TO_SAN_ANTONIO_25001_1/1/8;172.24.4.182;30;4/2/1;N/A;none;Up;Up;172.24.4.180
172.26.32.1;TO_SAN_ANTONIO_POP_25001_LAG-2;172.27.38.121;30;lag-2;N/A;none;Up;Up;172.27.38.120
172.26.32.1;TO_SAR8_SAN_ANTONIO_25001;172.16.45.2;29;2/1/1;N/A;none;Up;Up;172.16.45.0
172.26.32.214;TO_SAR8_PZA_NTE_CORP_13537_1/1/8;172.27.2.66;30;1/1/1;N/A;Network;Up;Up;172.27.2.64
172.26.32.214;system;172.26.32.214;32;system;N/A;Network;Up;Up;172.26.32.214
172.26.32.1;To_TOP_CONCERT_A;10.55.0.34;29;rvpls-130066001;N/A;none;Up;Up;10.55.0.32
172.26.32.1;system;172.26.32.1;32;system;N/A;none;Up;Up;172.26.32.1
172.26.32.210;BC_13307_loopback;10.55.7.11;32;loopback;N/A;Network;Up;Up;10.55.7.11
172.26.32.210;TOP5000_NODO_B_13W370_TOP;10.60.21.105;30;1/1/5;97;IES;Up;Up;10.60.21.104
172.26.32.210;TOP5000_TO_NODO_B_33iX350;10.60.13.93;30;1/1/3;95;IES;Up;Up;10.60.13.92
172.26.32.210;TOP5000_TO_eNode_B_13307_TOP;10.52.80.41;30;1/1/7;90;IES;Up;Up;10.52.80.40
172.26.32.210;TO_NOVOFARMA_33i796_1/1/5;172.27.0.177;30;1/1/4;N/A;Network;Up;Up;172.27.0.176
172.26.32.210;TO_QUI_AV_LAUTARO_23066_1/1/2;172.27.2.54;30;1/1/1;N/A;Network;Up;Up;172.27.2.52
172.26.32.215;BC_13004_loopback;10.55.7.3;32;loopback;N/A;Network;Up;Up;10.55.7.3
172.26.32.210;TO_SAR8_B_CONCERT_1/3/7;172.27.2.57;30;1/1/2;N/A;Network;Up;Up;172.27.2.56
172.26.32.215;TOP5000_TO_eNode_B_13004_TOP;10.52.80.9;30;1/1/8;90;IES;Up;Up;10.52.80.8
172.26.32.210;system;172.26.32.210;32;system;N/A;Network;Up;Up;172.26.32.210
