172.26.33.139;boundary;ptp;BC_33D058_loopb*;Up;Up
172.26.33.140;boundary;ptp;BC_33112_loopback;Up;Up
172.26.33.14;boundary;ptp;BC_33D380_loopb*;Up;Up
172.26.33.163;boundary;ptp;BC_23481_loopba*;Up;Up
172.26.33.142;boundary;ptp;BC_13D228_loopb*;Up;Up
172.26.33.141;boundary;ptp;BC_23D358_loopb*;Up;Up
172.26.33.99;boundary;ptp;BC_33536_loopba*;Up;Up
172.26.33.151;boundary;ptp;BC_23571_loopba*;Up;Up
172.26.33.164;boundary;ptp;BC_23491_loopba*;Up;Up
172.26.33.144;boundary;ptp;BC_23772_loopba*;Up;Up
172.26.33.145;boundary;ptp;BC_23D200_loopb*;Up;Up
172.26.33.147;boundary;ptp;BC_13D722_loopb*;Up;Up
172.26.33.17;boundary;ptp;BC_13015_loopba*;Up;Up
172.26.33.148;boundary;ptp;BC_23950_loopba*;Up;Up
172.26.33.16;boundary;ptp;BC_13L718_loopb*;Up;Up
172.26.33.15;boundary;ptp;BC_13713_loopba*;Up;Up
172.26.33.185;boundary;ptp;BC_13L227_loopb*;Up;Up
172.26.33.162;boundary;ptp;BC_23909_loopba*;Up;Up
172.26.33.165;boundary;ptp;BC_13290_loopba*;Up;Up
172.26.33.95;boundary;ptp;BC_23302_Loopba*;Up;Up
172.26.33.150;boundary;ptp;BC_23334_loopba*;Up;Up
172.26.33.192;boundary;ptp;BC_13620_loopba*;Up;Up
172.26.33.19;boundary;ptp;BC_13L738_loopb*;Up;Up
172.26.33.20;boundary;ptp;BC_13040_loopba*;Up;Up
172.26.33.202;boundary;ptp;BC_13620_loopba*;Up;Up
172.26.33.203;boundary;ptp;BC_13L084_loopb*;Up;Up
172.26.33.204;boundary;ptp;BC_13L539_loopb*;Up;Up
172.26.33.205;boundary;ptp;BC_13L020_loopb*;Up;Up
172.26.33.206;boundary;ptp;BC_13L760_loopb*;Up;Up
172.26.33.21;boundary;ptp;BC_13719_loopba*;Up;Up
172.26.33.211;boundary;ptp;BC_13L540_loopb*;Up;Up
172.26.33.213;boundary;ptp;BC_13530_loopba*;Up;Up
172.26.33.214;boundary;ptp;BC_13LCOW1_13LC*;Up;Up
172.26.33.216;boundary;ptp;BC_13799_loopback;Up;Up
172.26.33.217;boundary;ptp;BC_13022_loopba*;Up;Up
172.26.33.218;boundary;ptp;BC_13954_loopba*;Up;Up
172.26.33.22;boundary;ptp;BC_13598_loopba*;Up;Up
172.26.33.220;boundary;ptp;BC_13L433_loopb*;Up;Up
172.26.33.222;boundary;ptp;BC_13L616_loopb*;Up;Up
172.26.33.221;boundary;ptp;BC_13528_loopba*;Up;Up
172.26.33.23;boundary;ptp;BC_13879_loopba*;Up;Up
172.26.33.24;boundary;ptp;BC_13985_loopba*;Up;Up
172.26.33.224;boundary;ptp;BC_13L026_loopb*;Up;Up
172.26.33.25;boundary;ptp;BC_13247_loopba*;Up;Up
172.26.33.26;boundary;ptp;BC_13966_loopba*;Up;Up
172.26.33.27;boundary;ptp;BC_13749_loopba*;Up;Up
172.26.33.28;boundary;ptp;BC_13995_loopba*;Up;Up
172.26.33.29;boundary;ptp;BC_13644_loopba*;Up;Up
172.26.33.31;boundary;ptp;BC_13634_loopba*;Up;Up
172.26.33.33;boundary;ptp;BC_13233_loopba*;Up;Up
172.26.33.34;boundary;ptp;BC_13678_loopba*;Up;Up
172.26.33.35;boundary;ptp;BC_23X031_loopb*;Up;Up
172.26.33.36;boundary;ptp;BC_13745_loopba*;Up;Up
172.26.33.38;boundary;ptp;BC_13516_loopba*;Up;Up
172.26.33.166;boundary;ptp;BC_33519_loopba*;Up;Up
172.26.33.41;boundary;ptp;BC_23D915_loopb*;Up;Up
172.26.33.42;boundary;ptp;BC_13565_loopba*;Up;Up
172.26.33.156;boundary;ptp;BC_ML6005_loopb*;Up;Up
172.26.33.100;boundary;ptp;BC_13D269_loopb*;Up;Up
172.26.33.43;boundary;ptp;BC_13409_loopba*;Up;Up
172.26.33.44;boundary;ptp;BC_13721_loopba*;Up;Up
172.26.33.146;boundary;ptp;BC_13177_loopba*;Up;Up
172.26.33.46;boundary;ptp;BC_13844_loopba*;Up;Up
172.26.33.47;boundary;ptp;BC_13246_loopba*;Up;Up
172.26.33.155;boundary;ptp;BC_ML6004_loopb*;Up;Up
172.26.33.48;boundary;ptp;BC_23141_loopba*;Up;Up
172.26.33.49;boundary;ptp;BC_13822_loopba*;Up;Up
172.26.33.50;boundary;ptp;BC_13220_loopba*;Up;Up
172.26.33.172;boundary;ptp;BC_ML4018-32-lo*;Up;Up
172.26.33.51;boundary;ptp;BC_13972_loopba*;Up;Up
172.26.33.157;boundary;ptp;BC_33i702_loopb*;Up;Up
172.26.33.53;boundary;ptp;BC_13237_loopba*;Up;Up
172.26.33.52;boundary;ptp;BC_13724_loopba*;Up;Up
172.26.33.54;boundary;ptp;BC_13L289_loopb*;Up;Up
172.26.33.55;boundary;ptp;BC_13L636_loopb*;Up;Up
172.26.33.57;boundary;ptp;BC_13712_loopba*;Up;Up
172.26.33.59;boundary;ptp;BC_13603_loopba*;Up;Up
172.26.33.6;boundary;ptp;BC_13629_loopba*;Up;Up
172.26.33.62;boundary;ptp;BC_13380_loopba*;Up;Up
172.26.33.60;boundary;ptp;BC_13096_loopba*;Up;Up
172.26.33.65;boundary;ptp;BC_13013_loopba*;Up;Up
172.26.33.67;boundary;ptp;BC_13601_loopba*;Up;Up
172.26.33.167;boundary;ptp;BC_13i268_loopb*;Up;Up
172.26.33.69;boundary;ptp;BC_13405_loopba*;Up;Up
172.26.33.70;boundary;ptp;BC_13568_loopba*;Up;Up
172.26.33.71;boundary;ptp;BC_13881_loopba*;Up;Up
172.26.33.72;boundary;ptp;BC_13714_loopba*;Up;Up
172.26.33.73;boundary;ptp;BC_13052_loopba*;Up;Up
172.26.33.76;boundary;ptp;BC_13376_loopba*;Up;Up
172.26.33.77;boundary;ptp;BC_13L702_loopb*;Up;Up
172.26.33.152;boundary;ptp;BC_13218_loopba*;Up;Up
172.26.33.79;boundary;ptp;BC_13145_loopba*;Up;Up
172.26.33.8;boundary;ptp;BC_13707_loopba*;Up;Up
172.26.33.80;boundary;ptp;BC_13141_loopba*;Up;Up
172.26.33.82;boundary;ptp;BC_13383_loopba*;Up;Up
172.26.33.83;boundary;ptp;BC_13196_loopba*;Up;Up
172.26.33.84;boundary;ptp;BC_13861_loopba*;Up;Up
172.26.33.85;boundary;ptp;BC_13087_loopba*;Up;Up
172.26.33.86;boundary;ptp;BC_23045_loopba*;Up;Up
172.26.33.87;boundary;ptp;BC_23D535_loopb*;Up;Up
172.26.33.88;boundary;ptp;BC_23534_loopba*;Up;Up
172.26.33.89;boundary;ptp;BC_13475_loopba*;Up;Up
172.26.33.9;boundary;ptp;BC_13_062_loopb*;Up;Up
172.26.33.90;boundary;ptp;BC_13051_loopba*;Up;Up
172.26.33.91;boundary;ptp;BC_13882_loopba*;Up;Up
172.26.33.160;boundary;ptp;BC_13406_loopba*;Up;Up
172.26.33.94;boundary;ptp;BC_13998_loopba*;Up;Up
172.26.33.98;boundary;ptp;BC_13362_loopba*;Up;Up
172.26.34.100;boundary;ptp;BC_23D359_loopb*;Up;Up
172.26.34.101;boundary;ptp;BC_33i079_loopb*;Up;Up
172.26.34.11;boundary;ptp;BC_13008_loopba*;Up;Up
172.26.34.12;boundary;ptp;BC_13K342_loopb*;Up;Up
172.26.34.13;boundary;ptp;BC_13844_loopba*;Up;Up
172.26.34.14;boundary;ptp;BC_23483_loopba*;Up;Up
172.26.34.15;boundary;ptp;BC_13L344_loopb*;Up;Up
172.26.34.16;boundary;ptp;BC_13934_loopba*;Up;Up
172.26.34.17;boundary;ptp;BC_13L347_loopb*;Up;Up
172.26.34.173;boundary;ptp;BC_13L318_loopb*;Up;Up
172.26.34.174;boundary;ptp;BC_13i013_loopb*;Up;Up
172.26.34.176;boundary;ptp;BC_33iX411_loop*;Up;Up
172.26.34.178;boundary;ptp;BC_33i365_loopb*;Up;Up
172.26.34.179;boundary;ptp;BC_13iX127_loop*;Up;Up
172.26.34.89;boundary;ptp;BC_23663_loopba*;Up;Up
172.26.34.181;boundary;ptp;BC_33iX118_loop*;Up;Up
172.26.34.184;boundary;ptp;BC_23iL607_loop*;Up;Up
172.26.34.18;boundary;ptp;BC_13011_loopba*;Up;Up
172.26.34.182;boundary;ptp;BC_33i111_loopb*;Up;Up
172.26.34.183;boundary;ptp;BC_13D482_loopb*;Up;Up
172.26.34.185;boundary;ptp;BC_13D354_loopb*;Up;Up
172.26.34.186;boundary;ptp;BC_13iX390_loop*;Up;Up
172.26.34.187;boundary;ptp;BC_13L553_loopb*;Up;Up
172.26.34.188;boundary;ptp;BC_13L557_loopb*;Up;Up
172.26.34.189;boundary;ptp;BC_13L605_loopb*;Up;Up
172.26.34.19;boundary;ptp;BC_13291_loopba*;Up;Up
172.26.34.109;boundary;ptp;BC_33L84_loopba*;Up;Up
172.26.34.190;boundary;ptp;BC_13L244_loopb*;Up;Up
172.26.34.191;boundary;ptp;BC_13L997_loopb*;Up;Up
172.26.34.110;boundary;ptp;BC_13839_loopba*;Up;Up
172.26.34.193;boundary;ptp;BC_23D211_loopb*;Up;Up
172.26.34.194;boundary;ptp;BC_23L391_loopb*;Up;Up
172.26.34.196;boundary;ptp;BC_13L673_loopb*;Up;Up
172.26.34.197;boundary;ptp;BC_13L163_loopb*;Up;Up
172.26.34.198;boundary;ptp;BC_23L104_loopb*;Up;Up
172.26.34.199;boundary;ptp;BC_13L346_loopb*;Up;Up
172.26.34.201;boundary;ptp;BC_13007_B_loopback;Up;Up
172.26.34.20;boundary;ptp;BC_13862_loopba*;Up;Up
172.26.34.202;boundary;ptp;BC_CORP_B_CONDO*;Up;Up
172.26.34.206;boundary;ptp;BC_13L006_loopb*;Up;Up
172.26.34.208;boundary;ptp;BC_13349_loopba*;Up;Up
172.26.34.209;boundary;ptp;BC_13527_loopba*;Up;Up
172.26.34.21;boundary;ptp;BC_13072_loopba*;Up;Up
172.26.34.219;boundary;ptp;BC_13326_loopba*;Up;Up
172.26.34.210;boundary;ptp;BC_13526_loopba*;Up;Up
172.26.34.118;boundary;ptp;BC_33i848_loopb*;Up;Up
172.26.34.108;boundary;ptp;BC_33i244_loopb*;Up;Up
172.26.34.211;boundary;ptp;BC_13533_loopba*;Up;Up
172.26.34.172;boundary;ptp;BC_13i015_loopb*;Up;Up
172.26.34.212;boundary;ptp;BC_13360_loopba*;Up;Up
172.26.34.220;boundary;ptp;;up;
172.26.34.213;boundary;ptp;BC_13375_loopba*;Up;Up
172.26.34.107;boundary;ptp;BC_13401_loopba*;Up;Up
172.26.34.22;boundary;ptp;BC_23025_loopba*;Up;Up
172.26.34.221;boundary;ptp;BC_13003_loopback;Up;Up
172.26.34.223;boundary;ptp;BC_23077_loopba*;Up;Up
172.26.34.224;boundary;ptp;BC_13864_loopba*;Up;Up
172.26.34.225;boundary;ptp;BC_13458_loopba*;Up;Up
172.26.34.226;boundary;ptp;BC_13965_loopba*;Up;Up
172.26.34.227;boundary;ptp;BC_13925_loopba*;Up;Up
172.26.34.222;boundary;ptp;BC_13003_loopba*;Up;Up
172.26.34.228;boundary;ptp;BC_13L313_loopb*;Up;Up
172.26.34.229;boundary;ptp;BC_23460_loopba*;Up;Up
172.26.34.23;boundary;ptp;BC_13372_loopba*;Up;Up
172.26.34.234;boundary;ptp;BC_33i318_loopb*;Up;Up
172.26.34.106;boundary;ptp;BC_23746_loopba*;Up;Up
172.26.34.231;boundary;ptp;BC_13L266_loopb*;Up;Up
172.26.34.121;boundary;ptp;BC_23111_loopba*;Up;Up
172.26.34.233;boundary;ptp;BC_13L671_loopb*;Up;Up
172.26.34.170;boundary;ptp;BC_13066_loopba*;Up;Up
172.26.34.235;boundary;ptp;BC_13L322_loopb*;Up;Up
172.26.34.180;boundary;ptp;BC_13i117_loopb*;Up;Up
172.26.34.171;boundary;ptp;BC_13638_loopba*;Up;Up
172.26.34.236;boundary;ptp;BC_13642_loopba*;Up;Up
172.26.34.238;boundary;ptp;BC_13459_loopba*;Up;Up
172.26.34.239;boundary;ptp;BC_13460_loopba*;Up;Up
172.26.34.123;boundary;ptp;BC_13508_loopba*;Up;Up
172.26.34.24;boundary;ptp;BC_13210_loopba*;Up;Up
172.26.34.240;boundary;ptp;BC_13350_loopba*;Up;Up
172.26.34.119;boundary;ptp;BC_13295_loopba*;Up;Up
172.26.34.241;boundary;ptp;BC_13L979_loopb*;Up;Up
172.26.34.242;boundary;ptp;BC_23026_loopba*;Up;Up
172.26.34.243;boundary;ptp;BC_13L037_loopb*;Up;Up
172.26.34.244;boundary;ptp;BC_13L042_loopb*;Up;Up
172.26.34.245;boundary;ptp;BC_13L348_loopb*;Up;Up
172.26.34.246;boundary;ptp;BC_23L335_loopb*;Up;Up
172.26.34.124;boundary;ptp;BC_23463_loopba*;Up;Up
172.26.34.247;boundary;ptp;BC_13L053_loopb*;Up;Up
172.26.34.248;boundary;ptp;BC_13L063_loopb*;Up;Up
172.26.34.249;boundary;ptp;BC_13L556_loopb*;Up;Up
172.26.34.250;boundary;ptp;BC_13L007_loopb*;Up;Up
172.26.34.25;boundary;ptp;BC_13359_loopba*;Up;Up
172.26.34.251;boundary;ptp;BC_23L313_loopb*;Up;Up
172.26.34.252;boundary;ptp;BC_13L619_loopb*;Up;Up
172.26.34.253;boundary;ptp;BC_13L691_loopb*;Up;Up
172.26.34.104;boundary;ptp;BC_13167_loopba*;Up;Up
172.26.34.254;boundary;ptp;BC_13L929_loopb*;Up;Up
172.26.34.105;boundary;ptp;BC_33I656_loopb*;Up;Up
172.26.34.27;boundary;ptp;BC_13384_loopba*;Up;Up
172.26.34.28;boundary;ptp;BC_13651_loopba*;Up;Up
172.26.34.26;boundary;ptp;BC_13W441_loopb*;Up;Up
172.26.34.29;boundary;ptp;BC_13L352_loopb*;Up;Up
172.26.34.30;boundary;ptp;BC_13937_loopba*;Up;Up
172.26.34.84;boundary;ptp;BC_23D806_loopb*;Up;Up
172.26.34.31;boundary;ptp;BC_13703_loopba*;Up;Up
172.26.34.32;boundary;ptp;BC_13374_loopba*;Up;Up
172.26.34.33;boundary;ptp;BC_13371_loopba*;Up;Up
172.26.34.34;boundary;ptp;BC_13W122_loopb*;Up;Up
172.26.34.35;boundary;ptp;BC_13870_loopba*;Up;Up
172.26.34.36;boundary;ptp;BC_13369_loopba*;Up;Up
172.26.34.91;boundary;ptp;BC_23483_loopba*;Up;Up
172.26.34.90;boundary;ptp;BC_13054_loopba*;Up;Up
172.26.34.37;boundary;ptp;BC_13393_loopba*;Up;Up
172.26.34.120;boundary;ptp;BC_13090_loopback;Up;Up
172.26.34.93;boundary;ptp;BC_23064_loopba*;Up;Up
172.26.34.40;boundary;ptp;BC_13624_loopba*;Up;Up
172.26.34.41;boundary;ptp;BC_13361_loopba*;Up;Up
172.26.34.102;boundary;ptp;BC_13i002_loopb*;Up;Up
172.26.34.42;boundary;ptp;BC_23248_loopba*;Up;Up
172.26.34.43;boundary;ptp;BC_13328_loopba*;Up;Up
172.26.34.44;boundary;ptp;BC_23250_loopba*;Up;Up
172.26.34.45;boundary;ptp;BC_13640_loopba*;Up;Up
172.26.34.46;boundary;ptp;BC_13238_loopba*;Up;Up
172.26.34.47;boundary;ptp;BC_13967_loopba*;Up;Up
172.26.34.92;boundary;ptp;BC_13D204_loopb*;Up;Up
172.26.34.83;boundary;ptp;BC_23378_loopba*;Up;Up
172.26.34.48;boundary;ptp;BC_13184_loopba*;Up;Up
172.26.34.49;boundary;ptp;BC_13345_loopba*;Up;Up
172.26.34.50;boundary;ptp;BC_13535_loopba*;Up;Up
172.26.34.51;boundary;ptp;BC_13379_loopba*;Up;Up
172.26.34.53;boundary;ptp;BC_13iL031_loop*;Up;Up
172.26.34.54;boundary;ptp;BC_13446_loopba*;Up;Up
172.26.34.55;boundary;ptp;BC_13377_loopba*;Up;Up
172.26.34.57;boundary;ptp;BC_13607_loopba*;Up;Up
172.26.34.59;boundary;ptp;BC_13L358_loopb*;Up;Up
172.26.34.60;boundary;ptp;BC_23162_loopba*;Up;Up
172.26.34.61;boundary;ptp;BC_13292_loopba*;Up;Up
172.26.34.103;boundary;ptp;BC_23548_loopba*;Up;Up
172.26.34.62;boundary;ptp;BC_13362_loopba*;Up;Up
172.26.34.63;boundary;ptp;BC_13368_loopba*;Up;Up
172.26.34.64;boundary;ptp;BC_13366_loopba*;Up;Up
172.26.34.65;boundary;ptp;BC_13672_loopba*;Up;Up
172.26.34.66;boundary;ptp;BC_13468_loopba*;Up;Up
172.26.34.67;boundary;ptp;BC_13357_loopba*;Up;Up
172.26.34.68;boundary;ptp;BC_13335_loopba*;Up;Up
172.26.34.69;boundary;ptp;BC_23249_loopba*;Up;Up
172.26.34.71;boundary;ptp;BC_13075_loopba*;Up;Up
172.26.34.72;boundary;ptp;BC_13341_loopba*;Up;Up
172.26.34.73;boundary;ptp;BC_23140_loopba*;Up;Up
172.26.34.74;boundary;ptp;BC_13138_loopba*;Up;Up
172.26.34.75;boundary;ptp;BC_23329_loopba*;Up;Up
172.26.34.76;boundary;ptp;BC_23_570_loopb*;Up;Up
172.26.34.77;boundary;ptp;BC_13D980_loopb*;Up;Up
172.26.34.78;boundary;ptp;BC_33i324_loopb*;Up;Up
172.26.34.79;boundary;ptp;BC_23L460_loopb*;Up;Up
172.26.34.80;boundary;ptp;BC_23D628_loopb*;Up;Up
172.26.34.81;boundary;ptp;BC_23D459_loopb*;Up;Up
172.26.34.82;boundary;ptp;BC_33D067_loopb*;Up;Up
172.26.34.86;boundary;ptp;BC_33iX511_loop*;Up;Up
172.26.34.87;boundary;ptp;BC_23257_loopba*;Up;Up
172.26.34.88;boundary;ptp;BC_23D593_loopb*;Up;Up
172.26.34.94;boundary;ptp;BC_13W255_loopb*;Up;Up
172.26.34.95;boundary;ptp;BC_23123_loopba*;Up;Up
172.26.34.96;boundary;ptp;BC_13310_loopba*;Up;Up
172.26.35.11;boundary;ptp;BC_13744_loopba*;Up;Up
172.26.34.98;boundary;ptp;BC_13L753_loopb*;Up;Up
172.26.34.99;boundary;ptp;BC_13727_loopba*;Up;Up
172.26.35.10;boundary;ptp;BC_13i138_loopb*;Up;Up
172.26.35.114;boundary;ptp;BC_13032_loopba*;Up;Up
172.26.35.115;boundary;ptp;BC_13991_loopba*;Up;Up
172.26.35.118;boundary;ptp;BC_13L010_loopb*;Up;Up
172.26.35.116;boundary;ptp;BC_13L70_loopba*;Up;Up
172.26.34.97;boundary;ptp;BC_13L580_loopb*;Up;Up
172.26.35.119;boundary;ptp;BC_13819_loopba*;Up;Up
172.26.35.117;boundary;ptp;BC_13L79_loopba*;Up;Up
172.26.35.12;boundary;ptp;BC_13866_loopba*;Up;Up
172.26.35.123;boundary;ptp;;up;
172.26.35.120;boundary;ptp;BC_13L65_loopba*;Up;Up
172.26.35.121;boundary;ptp;BC_13L07_loopba*;Up;Up
172.26.35.124;boundary;ptp;BC_13029_loopba*;Up;Up
172.26.35.122;boundary;ptp;BC_13L04_loopba*;Up;Up
172.26.34.111;boundary;ptp;BC_13_234_loopb*;Up;Up
172.26.34.116;boundary;ptp;BC_13_338_loopb*;Up;Up
172.26.35.139;boundary;ptp;BC_13_589_loopb*;Up;Up
172.26.35.101;boundary;ptp;BC_13588_loopba*;Up;Up
172.26.35.136;boundary;ptp;BC_13813_loopba*;Up;Up
172.26.35.94;boundary;ptp;BC_13429_loopba*;Up;Up
172.26.35.138;boundary;ptp;BC_13590_loopba*;Up;Up
172.26.35.130;boundary;ptp;BC_13808_loopba*;Up;Up
172.26.35.89;boundary;ptp;BC_13594_loopba*;Up;Up
172.26.35.88;boundary;ptp;BC_13669_loopba*;Up;Up
172.26.35.17;boundary;ptp;BC_13974_loopba*;Up;Up
172.26.35.15;boundary;ptp;BC_13095_loopback;Up;Up
172.26.35.128;boundary;ptp;BC_05715_loopba*;Up;Up
172.26.35.127;boundary;ptp;BC_13525_loopba*;Up;Up
172.26.35.14;boundary;ptp;BC_13764_loopba*;Up;Up
172.26.35.19;boundary;ptp;BC_13825_loopback;Up;Up
172.26.35.18;boundary;ptp;BC_13600_loopba*;Up;Up
172.26.35.199;boundary;ptp;BC_13430_loopba*;Up;Up
172.26.35.201;boundary;ptp;BC_13683_loopback;Up;Up
172.26.35.200;boundary;ptp;BC_17040_loopback;Up;Up
172.26.35.20;boundary;ptp;BC_23L143_loopb*;Up;Up
172.26.35.203;boundary;ptp;;up;
