172.26.32.10;16316;10;10;Spok;Up
172.26.32.10;16317;10;10;Spok;Up
172.26.32.10;16316;50;50;Spok;Up
172.26.32.10;16317;50;50;Spok;Up
172.26.32.10;16316;2000;2000;Spok;Up
172.26.32.10;16317;2000;2000;Spok;Up
172.26.32.10;16316;135991003;135991003;Spok;Up
172.26.32.10;16317;135991003;135991003;Spok;Up
172.26.32.10;16316;135991004;135991004;Spok;Up
172.26.32.10;16317;135991004;135991004;Spok;Up
172.26.32.11;10304;10;10;Spok;Up
172.26.32.11;10305;10;10;Spok;Up
172.26.32.11;10304;50;50;Spok;Up
172.26.32.11;10305;50;50;Spok;Up
172.26.32.11;10304;138271003;138271003;Spok;Up
172.26.32.11;10305;138271003;138271003;Spok;Up
172.26.32.11;10304;138271004;138271004;Spok;Down
172.26.32.11;10305;138271004;138271004;Spok;Down
172.26.32.11;12095;138273001;138273001;Spok;Up
172.26.32.11;12095;138273002;138273002;Spok;Up
172.26.32.12;16468;10;10;Spok;Up
172.26.32.12;16469;10;10;Spok;Up
172.26.32.12;16468;50;50;Spok;Up
172.26.32.12;16469;50;50;Spok;Up
172.26.32.12;16468;136261003;136261003;Spok;Up
172.26.32.12;16469;136261003;136261003;Spok;Up
172.26.32.12;16468;136261004;136261004;Spok;Up
172.26.32.12;16469;136261004;136261004;Spok;Up
172.26.32.13;16322;10;10;Spok;Up
172.26.32.13;16323;10;10;Spok;Up
172.26.32.13;16322;50;50;Spok;Up
172.26.32.13;16323;50;50;Spok;Up
172.26.32.13;16322;133271001;133271001;Spok;Up
172.26.32.13;16323;133271001;133271001;Spok;Up
172.26.32.13;16322;133271002;133271002;Spok;Up
172.26.32.13;16323;133271002;133271002;Spok;Up
172.26.32.14;10324;10;10;Spok;Up
172.26.32.14;10325;10;10;Spok;Up
172.26.32.14;10324;50;50;Spok;Up
172.26.32.14;10325;50;50;Spok;Up
172.26.32.14;10324;133231001;133231001;Spok;Up
172.26.32.14;10325;133231001;133231001;Spok;Up
172.26.32.14;10324;133231002;133231002;Spok;Up
172.26.32.14;10325;133231002;133231002;Spok;Up
172.26.32.16;10314;10;10;Spok;Up
172.26.32.16;10315;10;10;Spok;Up
172.26.32.16;10314;50;50;Spok;Up
172.26.32.16;10315;50;50;Spok;Up
172.26.32.16;10314;136021001;136021001;Spok;Up
172.26.32.16;10315;136021001;136021001;Spok;Up
172.26.32.16;10314;136021003;136021003;Spok;Up
172.26.32.16;10315;136021003;136021003;Spok;Up
172.26.32.16;10314;136027001;136027001;Spok;Up
172.26.32.16;10315;136027001;136027001;Spok;Up
172.26.32.17;10318;10;10;Spok;Up
172.26.32.17;10319;10;10;Spok;Up
172.26.32.17;10318;50;50;Spok;Up
172.26.32.17;10319;50;50;Spok;Up
172.26.32.17;10318;200;200;Spok;Up
172.26.32.17;10319;200;200;Spok;Up
172.26.32.17;10318;139141001;139141001;Spok;Up
172.26.32.17;10319;139141001;139141001;Spok;Up
172.26.32.17;10318;139141002;139141002;Spok;Up
172.26.32.17;10319;139141002;139141002;Spok;Up
172.26.32.17;10318;139147001;139147001;Spok;Up
172.26.32.17;10319;139147001;139147001;Spok;Up
172.26.32.18;417;10;10;Spok;Up
172.26.32.18;542;10;10;Spok;Up
172.26.32.18;417;50;50;Spok;Up
172.26.32.18;542;50;50;Spok;Up
172.26.32.18;417;100;100;Spok;Up
172.26.32.18;542;100;100;Spok;Up
172.26.32.18;417;130261003;130261003;Spok;Up
172.26.32.18;542;130261003;130261003;Spok;Up
172.26.32.18;417;130267001;130267001;Spok;Up
172.26.32.18;542;130267001;130267001;Spok;Up
172.26.32.197;433;10;10;Spok;Up
172.26.32.197;558;10;10;Spok;Up
172.26.32.197;433;50;50;Spok;Up
172.26.32.197;558;50;50;Spok;Up
172.26.32.197;433;230911001;230911001;Spok;Up
172.26.32.197;558;230911001;230911001;Spok;Up
172.26.32.197;433;230911002;230911002;Spok;Up
172.26.32.197;558;230911002;230911002;Spok;Up
172.26.32.202;15488;10;10;Spok;Up
172.26.32.202;15604;10;10;Spok;Up
172.26.32.202;15488;50;50;Spok;Up
172.26.32.202;15604;50;50;Spok;Up
172.26.32.202;15488;1400;1400;Spok;Up
172.26.32.202;15604;1400;1400;Spok;Up
172.26.32.202;15488;130191001;130191001;Spok;Up
172.26.32.202;15604;130191001;130191001;Spok;Up
172.26.32.202;15488;130191002;130191002;Spok;Up
172.26.32.202;15604;130191002;130191002;Spok;Up
172.26.32.200;15082;331801001;331801001;Spok;Up
172.26.32.200;15083;331801001;331801001;Spok;Up
172.26.32.200;15082;331801002;331801002;Spok;Up
172.26.32.200;15083;331801002;331801002;Spok;Up
172.26.32.200;3333;331801003;331801003;Spok;Up
172.26.32.25;424;10;10;Spok;Up
172.26.32.25;549;10;10;Spok;Up
172.26.32.25;424;50;50;Spok;Up
172.26.32.25;549;50;50;Spok;Up
172.26.32.25;424;135661001;135661001;Spok;Up
172.26.32.25;549;135661001;135661001;Spok;Up
172.26.32.25;424;135661002;135661002;Spok;Up
172.26.32.25;549;135661002;135661002;Spok;Up
172.26.32.25;424;135667001;135667001;Spok;Up
172.26.32.199;10780;10;10;Spok;Up
172.26.32.25;549;135667001;135667001;Spok;Up
172.26.32.199;10781;10;10;Spok;Up
172.26.32.199;10780;50;50;Spok;Up
172.26.32.199;10781;50;50;Spok;Up
172.26.32.199;10780;200;200;Spok;Up
172.26.32.199;10781;200;200;Spok;Up
172.26.32.199;10780;133031001;133031001;Spok;Up
172.26.32.199;10781;133031001;133031001;Spok;Up
172.26.32.199;10780;133031002;133031002;Spok;Up
172.26.32.199;10781;133031002;133031002;Spok;Up
172.26.32.199;9999;133033001;133033001;Spok;Down
172.26.32.199;9999;133033002;133033002;Spok;Down
172.26.32.199;16530;133037001;133037001;Spok;Up
172.26.32.199;16531;133037001;133037001;Spok;Up
172.26.32.20;419;10;10;Spok;Up
172.26.32.199;3812;138313001;138313001;Spok;Up
172.26.32.20;544;10;10;Spok;Up
172.26.32.199;3812;138313002;138313002;Spok;Up
172.26.32.20;419;50;50;Spok;Up
172.26.32.199;3812;138313004;138313004;Spok;Up
172.26.32.20;544;50;50;Spok;Up
172.26.32.199;3812;138313005;138313005;Spok;Up
172.26.32.20;419;100;100;Spok;Up
172.26.32.20;544;100;100;Spok;Up
172.26.32.20;419;233931002;233931002;Spok;Up
172.26.32.20;544;233931002;233931002;Spok;Up
172.26.32.20;419;233931003;233931003;Spok;Up
172.26.32.20;544;233931003;233931003;Spok;Up
172.26.32.20;419;233931004;233931004;Spok;Up
172.26.32.20;544;233931004;233931004;Spok;Up
172.26.32.203;15474;10;10;Spok;Up
172.26.32.203;15606;10;10;Spok;Up
172.26.32.203;15474;50;50;Spok;Up
172.26.32.203;15606;50;50;Spok;Up
172.26.32.203;15474;131541001;131541001;Spok;Up
172.26.32.203;15606;131541001;131541001;Spok;Up
172.26.32.203;15474;131541002;131541002;Spok;Up
172.26.32.203;15606;131541002;131541002;Spok;Up
172.26.32.204;10322;10;10;Spok;Up
172.26.32.204;10323;10;10;Spok;Up
172.26.32.204;10322;50;50;Spok;Up
172.26.32.204;10323;50;50;Spok;Up
172.26.32.204;10322;133051001;133051001;Spok;Up
172.26.32.204;10323;133051001;133051001;Spok;Up
172.26.32.204;10322;133051002;133051002;Spok;Up
172.26.32.204;10323;133051002;133051002;Spok;Up
172.26.32.205;10320;10;10;Spok;Up
172.26.32.205;10321;10;10;Spok;Up
172.26.32.205;10320;50;50;Spok;Up
172.26.32.205;10321;50;50;Spok;Up
172.26.32.205;10320;131731001;131731001;Spok;Up
172.26.32.205;10321;131731001;131731001;Spok;Up
172.26.32.205;10320;131731002;131731002;Spok;Up
172.26.32.205;10321;131731002;131731002;Spok;Up
172.26.32.206;15463;10;10;Spok;Up
172.26.32.206;15608;10;10;Spok;Up
172.26.32.206;15463;50;50;Spok;Up
172.26.32.206;15608;50;50;Spok;Up
172.26.32.206;15463;138401001;138401001;Spok;Up
172.26.32.206;15608;138401001;138401001;Spok;Up
172.26.32.206;15463;138401002;138401002;Spok;Up
172.26.32.206;15608;138401002;138401002;Spok;Up
172.26.32.189;11158;10;10;Spok;Up
172.26.32.189;11159;10;10;Spok;Up
172.26.32.189;11158;50;50;Spok;Up
172.26.32.189;11159;50;50;Spok;Up
172.26.32.189;11158;130771001;130771001;Spok;Up
172.26.32.189;11159;130771001;130771001;Spok;Up
172.26.32.189;11158;130771002;130771002;Spok;Up
172.26.32.189;11159;130771002;130771002;Spok;Up
172.26.32.207;15466;10;10;Spok;Up
172.26.32.207;15609;10;10;Spok;Up
172.26.32.207;15466;50;50;Spok;Up
172.26.32.207;15609;50;50;Spok;Up
172.26.32.207;15466;133081001;133081001;Spok;Up
172.26.32.207;15609;133081001;133081001;Spok;Up
172.26.32.207;15466;133081002;133081002;Spok;Up
172.26.32.207;15609;133081002;133081002;Spok;Up
172.26.32.207;15466;133081003;133081003;Spok;Up
172.26.32.207;15609;133081003;133081003;Spok;Up
172.26.32.45;2;1;1;Spok;Down
172.26.32.45;5471;10;10;Spok;Up
172.26.32.45;5844;10;10;Spok;Up
172.26.32.190;11154;10;10;Spok;Up
172.26.32.45;5471;50;50;Spok;Up
172.26.32.190;11156;10;10;Spok;Up
172.26.32.45;5844;50;50;Spok;Up
172.26.32.190;11154;50;50;Spok;Up
172.26.32.45;5471;200;200;Spok;Up
172.26.32.190;11156;50;50;Spok;Up
172.26.32.45;5844;200;200;Spok;Up
172.26.32.190;11154;237941001;237941001;Spok;Up
172.26.32.45;5471;133021001;133021001;Spok;Up
172.26.32.190;11156;237941001;237941001;Spok;Up
172.26.32.45;5844;133021001;133021001;Spok;Up
172.26.32.45;5471;133021002;133021002;Spok;Up
172.26.32.45;5844;133021002;133021002;Spok;Up
172.26.32.248;5484;10;10;Spok;Up
172.26.32.248;5854;10;10;Spok;Up
172.26.32.248;5484;50;50;Spok;Up
172.26.32.248;5854;50;50;Spok;Up
172.26.32.248;5484;237891001;237891001;Spok;Up
172.26.32.248;5854;237891001;237891001;Spok;Up
172.26.32.208;15480;10;10;Spok;Up
172.26.32.208;15610;10;10;Spok;Up
172.26.32.208;15480;50;50;Spok;Up
172.26.32.208;15610;50;50;Spok;Up
172.26.32.208;15480;200;200;Spok;Up
172.26.32.208;15610;200;200;Spok;Up
172.26.32.208;15480;1400;1400;Spok;Up
172.26.32.208;15610;1400;1400;Spok;Up
172.26.32.208;15480;133141001;133141001;Spok;Up
172.26.32.208;15610;133141001;133141001;Spok;Up
172.26.32.208;15480;133141002;133141002;Spok;Up
172.26.32.208;15610;133141002;133141002;Spok;Up
172.26.32.208;15480;133141003;133141003;Spok;Up
172.26.32.208;15610;133141003;133141003;Spok;Up
172.26.32.208;15480;133141004;133141004;Spok;Up
172.26.32.208;15610;133141004;133141004;Spok;Up
172.26.32.208;15480;133147001;133147001;Spok;Up
172.26.32.208;15610;133147001;133147001;Spok;Up
172.26.32.209;15100;10;10;Spok;Up
172.26.32.209;15101;10;10;Spok;Up
172.26.32.209;15100;50;50;Spok;Up
172.26.32.209;15101;50;50;Spok;Up
172.26.32.209;15100;230661001;230661001;Spok;Up
172.26.32.209;15101;230661001;230661001;Spok;Up
172.26.32.209;15100;230661002;230661002;Spok;Up
172.26.32.209;15101;230661002;230661002;Spok;Up
172.26.32.21;420;10;10;Spok;Up
172.26.32.21;545;10;10;Spok;Up
172.26.32.21;420;50;50;Spok;Up
172.26.32.21;545;50;50;Spok;Up
172.26.32.21;420;100;100;Spok;Up
172.26.32.21;545;100;100;Spok;Up
172.26.32.21;420;134941002;134941002;Spok;Up
172.26.32.21;545;134941002;134941002;Spok;Up
172.26.32.21;420;134941003;134941003;Spok;Up
172.26.32.21;545;134941003;134941003;Spok;Up
172.26.32.212;15105;10;10;Spok;Up
172.26.32.212;15107;10;10;Spok;Up
172.26.32.212;15105;50;50;Spok;Up
172.26.32.212;15107;50;50;Spok;Up
172.26.32.212;15105;130061001;130061001;Spok;Up
172.26.32.212;15107;130061001;130061001;Spok;Up
172.26.32.214;15254;131451001;131451001;Spok;Up
172.26.32.212;15105;130061002;130061002;Spok;Up
172.26.32.214;15255;131451001;131451001;Spok;Up
172.26.32.212;15107;130061002;130061002;Spok;Up
172.26.32.212;15105;130061003;130061003;Spok;Up
172.26.32.212;15107;130061003;130061003;Spok;Up
172.26.32.212;15105;130061004;130061004;Spok;Up
