172.26.32.204;50;10.50.198.8/32;10.52.76.30;TO_eNodeB_13L305;NH;Y;5
172.26.32.248;10;10.50.230.128/32;10.52.73.254;TO_eNodeB_23L789;NH;Y;5
172.26.32.205;10;10.50.230.6/32;10.52.72.22;TO_eNodeB_13L173;NH;Y;5
172.26.32.248;50;10.50.51.248/29;10.52.77.254;TO_eNodeB_23L789;NH;Y;5
172.26.32.248;50;10.50.198.128/32;10.52.77.254;TO_eNodeB_23L789;NH;Y;5
172.26.32.205;50;10.50.48.40/29;10.52.76.22;TO_eNodeB_13L173;NH;Y;5
172.26.32.205;50;10.50.198.6/32;10.52.76.22;TO_eNodeB_13L173;NH;Y;5
172.26.32.213;10;10.50.230.27/32;10.52.72.106;TO_eNodeB_13L537;NH;Y;5
172.26.32.213;50;10.50.48.208/29;10.52.76.106;TO_eNodeB_13L537;NH;Y;5
172.26.32.213;50;10.50.198.27/32;10.52.76.106;TO_eNodeB_13L537;NH;Y;5
172.26.32.45;10;10.50.230.115/32;10.52.73.202;TO_eNodeB_13L302;NH;Y;5
172.26.32.45;50;10.50.51.144/29;10.52.77.202;TO_eNodeB_13L302;NH;Y;5
172.26.32.45;50;10.50.198.115/32;10.52.77.202;TO_eNodeB_13L302;NH;Y;5
172.26.32.209;10;10.50.230.112/32;10.52.73.190;TO_eNodeB_23L066;NH;Y;5
172.26.32.209;50;10.50.51.120/29;10.52.77.190;TO_eNodeB_23L066;NH;Y;5
172.26.32.209;50;10.50.198.112/32;10.52.77.190;TO_eNodeB_23L066;NH;Y;5
172.26.32.21;10;10.50.230.23/32;10.52.72.90;TO_eNodeB_13L494;NH;Y;5
172.26.32.42;10;10.50.230.20/32;10.52.72.78;n/a;NH;N;5
172.26.32.207;10;10.50.230.9/32;10.52.72.34;TO_eNodeB_13N308;NH;Y;5
172.26.32.42;50;10.50.48.152/29;10.52.76.78;n/a;NH;N;5
172.26.32.42;50;10.50.198.20/32;10.52.76.78;n/a;NH;N;5
172.26.32.207;50;10.50.48.64/29;10.52.76.34;TO_eNodeB_13N308;NH;Y;5
172.26.32.207;50;10.50.198.9/32;10.52.76.34;TO_eNodeB_13N308;NH;Y;5
172.26.32.21;50;10.50.48.176/29;10.52.76.90;TO_eNodeB_13L494;NH;Y;5
172.26.32.21;50;10.50.198.23/32;10.52.76.90;TO_eNodeB_13L494;NH;Y;5
172.26.32.21;50;10.207.212.8/29;10.207.202.5;TO_NodeB_13W494;NH;Y;5
172.26.32.21;50;10.207.212.48/29;10.207.202.25;TO_NodeB_13X494;NH;Y;5
172.26.32.247;10;10.50.230.126/32;10.52.73.246;n/a;NH;N;5
172.26.32.247;50;10.50.51.232/29;10.52.77.246;n/a;NH;N;5
172.26.32.247;50;10.50.198.126/32;10.52.77.246;n/a;NH;N;5
172.26.32.215;10;10.50.230.3/32;10.52.72.10;TO_eNodeB_13L004;NH;Y;5
172.26.32.215;50;10.50.48.16/29;10.52.76.10;TO_eNodeB_13L004;NH;Y;5
172.26.32.215;50;10.50.198.3/32;10.52.76.10;TO_eNodeB_13L004;NH;Y;5
172.26.32.222;10;10.50.230.48/32;10.52.72.190;TO_eNodeB_23L165;NH;Y;5
172.26.32.191;10;10.50.230.117/32;10.52.73.210;TO_eNodeB_23L791;NH;Y;5
172.26.32.222;50;10.50.49.120/29;10.52.76.190;TO_eNodeB_23L165;NH;Y;5
172.26.32.222;50;10.50.198.48/32;10.52.76.190;TO_eNodeB_23L165;NH;Y;5
172.26.32.191;50;10.50.51.160/29;10.52.77.210;TO_eNodeB_23L791;NH;Y;5
172.26.32.191;50;10.50.198.117/32;10.52.77.210;TO_eNodeB_23L791;NH;Y;5
172.26.32.208;10;10.50.230.12/32;10.52.72.46;TO_eNodeB_13K314;NH;Y;5
172.26.32.208;50;10.50.48.88/29;10.52.76.46;TO_eNodeB_13K314;NH;Y;5
172.26.32.208;50;10.50.198.12/32;10.52.76.46;TO_eNodeB_13K314;NH;Y;5
172.26.32.220;10;10.50.230.81/32;10.52.73.66;TO_eNodeB_23L357;NH;Y;5
172.26.32.210;10;10.50.230.11/32;10.52.72.42;TO_eNodeB_13L307;NH;Y;5
172.26.32.220;50;10.50.50.128/29;10.52.77.66;TO_eNodeB_23L357;NH;Y;5
172.26.32.220;50;10.50.198.81/32;10.52.77.66;TO_eNodeB_23L357;NH;Y;5
172.26.32.208;1400;172.21.34.156/30;172.21.33.122;TO_TN_ERICSSON_PANAM_NORTE;NH;Y;5
172.26.32.210;50;10.50.48.80/29;10.52.76.42;TO_eNodeB_13L307;NH;Y;5
172.26.32.210;50;10.50.198.11/32;10.52.76.42;TO_eNodeB_13L307;NH;Y;5
172.26.32.227;10;10.50.230.21/32;10.52.72.82;TO_eNodeB_13L423;NH;Y;5
172.26.32.22;10;10.50.230.16/32;10.52.72.62;TO_eNodeB_13K325;NH;Y;5
172.26.32.224;10;10.50.230.50/32;10.52.72.198;TO_eNodeB_13L970;NH;Y;5
172.26.32.227;50;10.50.48.160/29;10.52.76.82;TO_eNodeB_13L423;NH;Y;5
172.26.32.227;50;10.50.198.21/32;10.52.76.82;TO_eNodeB_13L423;NH;Y;5
172.26.32.22;50;10.50.48.120/29;10.52.76.62;TO_eNodeB_13K325;NH;Y;5
172.26.32.22;50;10.50.198.16/32;10.52.76.62;TO_eNodeB_13K325;NH;Y;5
172.26.32.224;50;10.50.49.136/29;10.52.76.198;TO_eNodeB_13L970;NH;Y;5
172.26.32.224;50;10.50.198.50/32;10.52.76.198;TO_eNodeB_13L970;NH;Y;5
172.26.32.212;10;10.50.230.43/32;10.52.72.170;TO_eNodeB_13iL006;NH;Y;5
172.26.32.212;10;10.50.230.62/32;10.52.72.246;TO_eNodeB_33iL251;NH;Y;5
172.26.32.212;10;10.50.230.63/32;10.52.72.250;TO_eNodeB_33iL252;NH;Y;5
172.26.32.212;50;10.50.49.80/29;10.52.76.170;TO_eNodeB_13iL006;NH;Y;5
172.26.32.212;50;10.50.49.232/29;10.52.76.246;TO_eNodeB_33iL251;NH;Y;5
172.26.32.212;50;10.50.49.240/29;10.52.76.250;TO_eNodeB_33iL252;NH;Y;5
172.26.32.212;50;10.50.198.43/32;10.52.76.170;TO_eNodeB_13iL006;NH;Y;5
172.26.32.212;50;10.50.198.62/32;10.52.76.246;TO_eNodeB_33iL251;NH;Y;5
172.26.32.212;50;10.50.198.63/32;10.52.76.250;TO_eNodeB_33iL252;NH;Y;5
172.26.32.223;10;10.50.230.40/32;10.52.72.158;TO_eNodeB_13L920;NH;Y;5
172.26.32.223;50;10.50.49.56/29;10.52.76.158;TO_eNodeB_13L920;NH;Y;5
172.26.32.223;50;10.50.198.40/32;10.52.76.158;TO_eNodeB_13L920;NH;Y;5
172.26.32.228;10;10.50.230.55/32;10.52.72.218;TO_eNodeB_13K828;NH;Y;5
172.26.32.228;50;10.50.49.176/29;10.52.76.218;TO_eNodeB_13K828;NH;Y;5
172.26.32.228;50;10.50.198.55/32;10.52.76.218;TO_eNodeB_13K828;NH;Y;5
172.26.32.230;10;10.50.230.45/32;10.52.72.178;TO_eNodeB_23L070;NH;Y;5
172.26.32.242;10;10.50.230.85/32;10.52.73.82;TO_eNodeB_33IL492;NH;Y;5
172.26.32.242;10;10.50.230.86/32;10.52.73.86;TO_eNodeB_13IL009;NH;Y;5
172.26.32.230;50;10.50.49.96/29;10.52.76.178;TO_eNodeB_23L070;NH;Y;5
172.26.32.230;50;10.50.198.45/32;10.52.76.178;TO_eNodeB_23L070;NH;Y;5
172.26.32.226;10;10.50.230.39/32;10.52.72.154;TO_eNodeB_13L919;NH;Y;5
172.26.32.231;10;10.50.230.104/32;10.52.73.158;n/a;NH;N;5
172.26.32.231;50;10.50.51.56/29;10.52.77.158;n/a;NH;N;5
172.26.32.231;50;10.50.198.104/32;10.52.77.158;n/a;NH;N;5
172.26.32.242;50;10.50.50.160/29;10.52.77.82;TO_eNodeB_33IL492;NH;Y;5
172.26.32.242;50;10.50.50.168/29;10.52.77.86;TO_eNodeB_13IL009;NH;Y;5
172.26.32.242;50;10.50.198.85/32;10.52.77.82;TO_eNodeB_33IL492;NH;Y;5
172.26.32.242;50;10.50.198.86/32;10.52.77.86;TO_eNodeB_13IL009;NH;Y;5
172.26.32.226;50;10.50.49.48/29;10.52.76.154;TO_eNodeB_13L919;NH;Y;5
172.26.32.226;50;10.50.198.39/32;10.52.76.154;TO_eNodeB_13L919;NH;Y;5
172.26.32.234;10;10.50.230.57/32;10.52.72.226;TO_eNodeB_33iL122;NH;Y;5
172.26.32.235;10;10.50.230.65/32;10.52.73.2;TO_eNodeB_23L346;NH;Y;5
172.26.32.240;10;10.51.229.26/32;10.53.192.102;TO_ENODEB_LTE_05L071;NH;Y;5
172.26.41.5;10;10.50.230.111/32;10.52.73.186;TO_eNodeB_13L098;NH;Y;5
172.26.32.234;50;10.50.49.192/29;10.52.76.226;TO_eNodeB_33iL122;NH;Y;5
172.26.32.234;50;10.50.198.57/32;10.52.76.226;TO_eNodeB_33iL122;NH;Y;5
172.26.32.235;50;10.50.50.0/29;10.52.77.2;TO_eNodeB_23L346;NH;Y;5
172.26.32.235;50;10.50.198.65/32;10.52.77.2;TO_eNodeB_23L346;NH;Y;5
172.26.32.23;10;10.50.230.4/32;10.52.72.14;TO_eNodeB_13L005;NH;Y;5
172.26.32.240;50;10.51.104.200/29;10.53.196.102;TO_ENODEB_LTE_05L071;NH;Y;5
172.26.32.240;50;10.51.197.26/32;10.53.196.102;TO_ENODEB_LTE_05L071;NH;Y;5
172.26.41.5;50;10.50.51.112/29;10.52.77.186;TO_eNodeB_13L098;NH;Y;5
172.26.41.5;50;10.50.198.111/32;10.52.77.186;TO_eNodeB_13L098;NH;Y;5
172.26.32.23;50;10.50.48.24/29;10.52.76.14;TO_eNodeB_13L005;NH;Y;5
172.26.32.23;50;10.50.198.4/32;10.52.76.14;TO_eNodeB_13L005;NH;Y;5
172.26.32.240;100;10.207.97.184/29;10.207.104.222;TO_NodeB_05W071;NH;Y;5
172.26.32.240;100;10.207.97.208/29;10.207.104.234;TO_NodeB_05X071;NH;Y;5
172.26.41.12;10;10.50.230.116/32;10.52.73.206;TO_eNodeB_13K412;NH;Y;5
172.26.41.12;50;10.50.51.152/29;10.52.77.206;TO_eNodeB_13K412;NH;Y;5
172.26.41.12;50;10.50.198.116/32;10.52.77.206;TO_eNodeB_13K412;NH;Y;5
172.26.32.241;10;10.51.229.29/32;10.53.192.114;TO_eNodeB_05L384;NH;Y;5
172.26.41.10;10;10.50.230.47/32;10.52.72.186;TO_eNodeB_23L134;NH;Y;5
172.26.32.238;10;10.50.230.77/32;10.52.73.50;TO_eNodeB_13K283;NH;Y;5
172.26.32.241;50;10.51.104.224/29;10.53.196.114;TO_eNodeB_05L384;NH;Y;5
172.26.32.241;50;10.51.197.29/32;10.53.196.114;TO_eNodeB_05L384;NH;Y;5
172.26.41.10;50;10.50.49.112/29;10.52.76.186;TO_eNodeB_23L134;NH;Y;5
172.26.41.10;50;10.50.198.47/32;10.52.76.186;TO_eNodeB_23L134;NH;Y;5
172.26.32.24;10;10.50.230.26/32;10.52.72.102;TO_eNodeB_13L524;NH;Y;5
172.26.32.238;50;10.50.50.96/29;10.52.77.50;TO_eNodeB_13K283;NH;Y;5
172.26.32.238;50;10.50.198.77/32;10.52.77.50;TO_eNodeB_13K283;NH;Y;5
172.26.32.241;100;10.207.97.72/29;10.207.104.166;TO_NodeB_05W384;NH;Y;5
172.26.32.241;100;10.207.97.144/29;10.207.104.202;TO_NodeB_05X384;NH;Y;5
172.26.32.24;50;10.50.48.200/29;10.52.76.102;TO_eNodeB_13L524;NH;Y;5
172.26.32.24;50;10.50.198.26/32;10.52.76.102;TO_eNodeB_13L524;NH;Y;5
172.26.41.15;10;10.50.230.7/32;10.52.72.26;TO_eNodeB_13L300;NH;Y;5
172.26.41.8;10;10.50.230.46/32;10.52.72.182;TO_eNodeB_23L088;NH;Y;5
172.26.41.16;10;10.50.230.88/32;10.52.73.94;TO_eNodeB_13L043;NH;Y;5
172.26.41.15;50;10.50.48.48/29;10.52.76.26;TO_eNodeB_13L300;NH;Y;5
172.26.41.15;50;10.50.198.7/32;10.52.76.26;TO_eNodeB_13L300;NH;Y;5
172.26.41.8;50;10.50.49.104/29;10.52.76.182;TO_eNodeB_23L088;NH;Y;5
172.26.41.16;50;10.50.50.184/29;10.52.77.94;TO_eNodeB_13L043;NH;Y;5
172.26.41.8;50;10.50.198.46/32;10.52.76.182;TO_eNodeB_23L088;NH;Y;5
172.26.41.16;50;10.50.198.88/32;10.52.77.94;TO_eNodeB_13L043;NH;Y;5
172.26.34.113;10;10.50.238.29/32;10.52.168.114;n/a;NH;N;5
172.26.34.113;50;10.50.112.224/29;10.52.172.114;n/a;NH;N;5
172.26.34.113;50;10.50.206.29/32;10.52.172.114;n/a;NH;N;5
172.26.41.11;10;10.50.230.92/32;10.52.73.110;TO_eNodeB_23N247;NH;Y;5
172.26.41.11;50;10.50.50.216/29;10.52.77.110;TO_eNodeB_23N247;NH;Y;5
172.26.41.11;50;10.50.198.92/32;10.52.77.110;TO_eNodeB_23N247;NH;Y;5
172.26.41.7;10;10.50.230.13/32;10.52.72.50;TO_eNodeB_13L309;NH;Y;5
172.26.32.29;10;10.50.230.64/32;10.52.72.254;TO_eNodeB_23L630;NH;Y;5
172.26.41.7;50;10.50.48.96/29;10.52.76.50;TO_eNodeB_13L309;NH;Y;5
172.26.41.7;50;10.50.198.13/32;10.52.76.50;TO_eNodeB_13L309;NH;Y;5
172.26.32.26;10;10.50.230.41/32;10.52.72.162;TO_eNodeB_13K933;NH;Y;5
172.26.32.29;50;10.50.49.248/29;10.52.76.254;TO_eNodeB_23L630;NH;Y;5
172.26.32.29;50;10.50.198.64/32;10.52.76.254;TO_eNodeB_23L630;NH;Y;5
172.26.32.29;50;10.207.212.64/29;10.207.202.33;TO_NodeB_23D630;NH;Y;5
172.26.32.26;50;10.50.49.64/29;10.52.76.162;TO_eNodeB_13K933;NH;Y;5
172.26.32.26;50;10.50.198.41/32;10.52.76.162;TO_eNodeB_13K933;NH;Y;5
172.26.32.31;10;10.50.230.68/32;10.52.73.14;TO_eNodeB_13L961;NH;Y;5
172.26.32.31;50;10.50.50.24/29;10.52.77.14;TO_eNodeB_13L961;NH;Y;5
172.26.32.31;50;10.50.198.68/32;10.52.77.14;TO_eNodeB_13L961;NH;Y;5
172.26.32.27;10;10.50.230.36/32;10.52.72.142;TO_eNodeB_13W867;NH;Y;5
172.26.32.32;10;10.50.230.75/32;10.52.73.42;TO_eNodeB_33N416;NH;Y;5
172.26.32.27;50;10.50.49.24/29;10.52.76.142;TO_eNodeB_13W867;NH;Y;5
172.26.32.27;50;10.50.198.36/32;10.52.76.142;TO_eNodeB_13W867;NH;Y;5
172.26.34.114;10;10.50.230.122/32;10.52.73.230;TO_eNodeB_13L444;NH;Y;5
172.26.32.32;50;10.50.50.80/29;10.52.77.42;TO_eNodeB_33N416;NH;Y;5
172.26.32.32;50;10.50.198.75/32;10.52.77.42;TO_eNodeB_33N416;NH;Y;5
172.26.34.114;50;10.50.198.122/32;10.52.77.230;TO_eNodeB_13L444;NH;Y;5
172.26.34.114;50;10.208.71.172/30;10.207.207.173;TO_NodeB_13W444;NH;Y;5
172.26.34.114;50;10.208.71.176/30;10.207.207.177;TO_NodeB_13X444;NH;Y;5
172.26.34.114;50;110.50.51.200/29;10.52.77.230;TO_eNodeB_13L444;NH;Y;5
172.26.32.33;10;10.50.230.76/32;10.52.73.46;TO_eNodeB_23K207;NH;Y;5
172.26.32.34;10;10.50.230.78/32;10.52.73.54;TO_eNodeB_23L815;NH;Y;5
172.26.32.33;50;10.50.50.88/29;10.52.77.46;TO_eNodeB_23K207;NH;Y;5
172.26.32.33;50;10.50.198.76/32;10.52.77.46;TO_eNodeB_23K207;NH;Y;5
172.26.34.117;10;10.50.230.118/32;10.52.73.214;TO_eNodeB_13L301;NH;Y;5
172.26.32.34;50;10.50.50.104/29;10.52.77.54;TO_eNodeB_23L815;NH;Y;5
172.26.32.34;50;10.50.198.78/32;10.52.77.54;TO_eNodeB_23L815;NH;Y;5
172.26.34.117;50;10.50.51.168/29;10.52.77.214;TO_eNodeB_13L301;NH;Y;5
172.26.34.117;50;10.50.198.118/32;10.52.77.214;TO_eNodeB_13L301;NH;Y;5
172.26.32.36;10;10.50.230.129/32;10.52.74.2;TO_eNodeB_23L578;NH;Y;5
172.26.32.35;10;10.50.230.79/32;10.52.73.58;TO_eNodeB_23K477;NH;Y;5
172.26.32.36;50;10.50.52.0/29;10.52.78.2;TO_eNodeB_23L578;NH;Y;5
172.26.32.36;50;10.50.198.129/32;10.52.78.2;TO_eNodeB_23L578;NH;Y;5
172.26.32.35;50;10.50.50.112/29;10.52.77.58;TO_eNodeB_23K477;NH;Y;5
172.26.32.35;50;10.50.198.79/32;10.52.77.58;TO_eNodeB_23K477;NH;Y;5
172.26.32.38;10;10.50.230.82/32;10.52.73.70;TO_eNodeB_13N107;NH;Y;5
172.26.32.50;10;10.50.230.114/32;10.52.73.198;TO_eNodeB_SAEK002;NH;Y;5
172.26.32.38;50;10.50.50.136/29;10.52.77.70;TO_eNodeB_13N107;NH;Y;5
172.26.32.38;50;10.50.198.82/32;10.52.77.70;TO_eNodeB_13N107;NH;Y;5
172.26.32.50;50;10.50.51.136/29;10.52.77.198;TO_eNodeB_SAEK002;NH;Y;5
172.26.32.50;50;10.50.198.114/32;10.52.77.198;TO_eNodeB_SAEK002;NH;Y;5
172.26.32.6;10;10.50.230.66/32;10.52.73.6;TO_eNodeB_13L587;NH;Y;5
172.26.32.6;50;10.50.50.8/29;10.52.77.6;TO_eNodeB_13L587;NH;Y;5
172.26.32.6;50;10.50.198.66/32;10.52.77.6;TO_eNodeB_13L587;NH;Y;5
172.26.32.7;10;10.50.230.58/32;10.52.72.230;TO_eNodeB_13L472;NH;Y;5
172.26.32.7;50;10.50.49.200/29;10.52.76.230;TO_eNodeB_13L472;NH;Y;5
172.26.32.7;50;10.50.198.58/32;10.52.76.230;TO_eNodeB_13L472;NH;Y;5
172.26.32.5;10;10.50.230.22/32;10.52.72.86;TO_eNodeB_13L471;NH;Y;5
172.26.32.8;10;10.50.230.71/32;10.52.73.26;TO_eNodeB_13L445;NH;Y;5
172.26.32.5;50;10.50.48.168/29;10.52.76.86;TO_eNodeB_13L471;NH;Y;5
172.26.41.9;10;10.50.230.90/32;10.52.73.102;TO_eNodeB_13N646;NH;Y;5
172.26.32.5;50;10.50.198.22/32;10.52.76.86;TO_eNodeB_13L471;NH;Y;5
172.26.34.115;10;10.50.230.119/32;10.52.73.218;TO_eNodeB_13L001;NH;Y;5
172.26.32.8;50;10.50.50.48/29;10.52.77.26;TO_eNodeB_13L445;NH;Y;5
172.26.32.8;50;10.50.198.71/32;10.52.77.26;TO_eNodeB_13L445;NH;Y;5
172.26.41.9;50;10.50.50.200/29;10.52.77.102;TO_eNodeB_13N646;NH;Y;5
172.26.34.115;50;10.50.51.176/29;10.52.77.218;TO_eNodeB_13L001;NH;Y;5
172.26.41.9;50;10.50.198.90/32;10.52.77.102;TO_eNodeB_13N646;NH;Y;5
172.26.34.115;50;10.50.198.119/32;10.52.77.218;TO_eNodeB_13L001;NH;Y;5
172.26.33.101;10;10.50.233.130/32;10.52.110.6;TO_eNodeB_23L482;NH;Y;5
172.26.33.101;50;10.50.76.8/29;10.52.114.6;TO_eNodeB_23L482;NH;Y;5
172.26.33.101;50;10.50.201.130/32;10.52.114.6;TO_eNodeB_23L482;NH;Y;5
172.26.32.44;10;10.50.230.95/32;10.52.73.122;TO_eNodeB_33iL641;NH;Y;5
172.26.32.44;10;10.50.230.96/32;10.52.73.126;TO_eNodeB_33iL665;NH;Y;5
172.26.32.44;10;10.50.230.97/32;10.52.73.130;TO_eNodeB_33iL666;NH;Y;5
172.26.32.44;10;10.50.230.98/32;10.52.73.134;TO_eNodeB_33iL667;NH;Y;5
172.26.32.44;10;10.50.230.99/32;10.52.73.138;TO_eNodeB_33iL668;NH;Y;5
172.26.32.44;10;10.50.230.100/32;10.52.73.142;TO_eNodeB_33iL669;NH;Y;5
172.26.32.44;10;10.50.230.101/32;10.52.73.146;TO_eNodeB_33iL731;NH;Y;5
172.26.33.103;10;10.50.233.76/32;10.52.109.46;TO_eNodeB_13L741;NH;Y;5
172.26.33.103;50;10.50.74.88/29;10.52.113.46;TO_eNodeB_13L741;NH;Y;5
172.26.33.103;50;10.50.201.76/32;10.52.113.46;TO_eNodeB_13L741;NH;Y;5
172.26.33.10;10;10.50.233.73/32;10.52.109.34;TO_eNodeB_13L725;NH;Y;5
172.26.33.10;50;10.50.74.64/29;10.52.113.34;TO_eNodeB_13L725;NH;Y;5
172.26.33.10;50;10.50.201.73/32;10.52.113.34;TO_eNodeB_13L725;NH;Y;5
172.26.33.11;10;10.50.233.64/32;10.52.108.254;TO_eNodeB_13L698;NH;Y;5
172.26.33.121;10;10.50.233.1/32;10.52.108.2;TO_eNodeB_13L082;NH;Y;5
172.26.33.102;10;10.50.233.75/32;10.52.109.42;TO_eNodeB_13L740;NH;Y;5
172.26.32.44;50;10.50.50.240/29;10.52.77.122;TO_eNodeB_33iL641;NH;Y;5
172.26.32.44;50;10.50.50.248/29;10.52.77.126;TO_eNodeB_33iL665;NH;Y;5
172.26.32.44;50;10.50.51.0/29;10.52.77.130;TO_eNodeB_33iL666;NH;Y;5
172.26.33.11;50;10.50.73.248/29;10.52.112.254;TO_eNodeB_13L698;NH;Y;5
172.26.32.44;50;10.50.51.8/29;10.52.77.134;TO_eNodeB_33iL667;NH;Y;5
172.26.33.11;50;10.50.201.64/32;10.52.112.254;TO_eNodeB_13L698;NH;Y;5
172.26.33.121;50;10.50.72.0/29;10.52.112.2;TO_eNodeB_13L082;NH;Y;5
172.26.32.44;50;10.50.51.16/29;10.52.77.138;TO_eNodeB_33iL668;NH;Y;5
172.26.33.121;50;10.50.201.1/32;10.52.112.2;TO_eNodeB_13L082;NH;Y;5
172.26.32.44;50;10.50.51.24/29;10.52.77.142;TO_eNodeB_33iL669;NH;Y;5
172.26.32.44;50;10.50.51.32/29;10.52.77.146;TO_eNodeB_33iL731;NH;Y;5
172.26.32.44;50;10.50.198.95/32;10.52.77.122;TO_eNodeB_33iL641;NH;Y;5
