172.26.41.16;2000;TO_EATON_POWER;10.21.46.201;30;1/1/10;N/A;Up;Up;10.21.46.200
172.26.34.113;10;TO_eNodeB_05L081;10.52.168.113;30;1/1/7;10;Up;Down;10.52.168.112
172.26.34.113;50;TO_eNodeB_05L081;10.52.172.113;30;1/1/7;50;Up;Down;10.52.172.112
172.26.41.11;10;TO_eNodeB_23N247;10.52.73.109;30;1/1/3;10;Up;Up;10.52.73.108
172.26.41.11;50;TO_eNodeB_23N247;10.52.77.109;30;1/1/3;50;Up;Up;10.52.77.108
172.26.32.29;10;TO_eNodeB_23L630;10.52.72.253;30;1/1/7;10;Up;Up;10.52.72.252
172.26.41.7;10;TO_eNodeB_13L309;10.52.72.49;30;1/1/7;10;Up;Up;10.52.72.48
172.26.41.7;50;TO_eNodeB_13L309;10.52.76.49;30;1/1/7;50;Up;Up;10.52.76.48
172.26.32.29;50;TO_NodeB_23D630;10.207.202.34;30;1/1/5;1400;Up;Up;10.207.202.32
172.26.32.29;50;TO_eNodeB_23L630;10.52.76.253;30;1/1/7;50;Up;Up;10.52.76.252
172.26.32.26;10;TO_eNodeB_13K933;10.52.72.161;30;1/1/7;10;Up;Up;10.52.72.160
172.26.32.26;50;TO_eNodeB_13K933;10.52.76.161;30;1/1/7;50;Up;Up;10.52.76.160
172.26.32.31;10;TO_eNodeB_13L961;10.52.73.13;30;1/1/7;10;Up;Up;10.52.73.12
172.26.32.29;100;TO_NodeB_23D630;10.207.194.34;30;1/1/5;1300;Up;Up;10.207.194.32
172.26.32.31;50;TO_eNodeB_13L961;10.52.77.13;30;1/1/7;50;Up;Up;10.52.77.12
172.26.32.27;10;TO_eNodeB_13W867;10.52.72.141;30;1/1/7;10;Up;Up;10.52.72.140
172.26.32.27;50;TO_eNodeB_13W867;10.52.76.141;30;1/1/7;50;Up;Up;10.52.76.140
172.26.32.32;10;TO_eNodeB_33N416;10.52.73.41;30;1/1/7;10;Up;Up;10.52.73.40
172.26.34.114;10;TO_eNodeB_13L444;10.52.73.229;30;1/1/4;10;Up;Up;10.52.73.228
172.26.32.32;50;TO_eNodeB_33N416;10.52.77.41;30;1/1/7;50;Up;Up;10.52.77.40
172.26.34.114;50;TO_BTS_2G_13_444;10.49.14.41;30;1/1/9;1200;Up;Up;10.49.14.40
172.26.34.114;50;TO_NodeB_13W444;10.207.207.174;30;1/1/9;1400;Up;Up;10.207.207.172
172.26.34.114;50;TO_NodeB_13X444;10.207.207.178;30;1/1/9;1401;Up;Up;10.207.207.176
172.26.34.114;50;TO_eNodeB_13L444;10.52.77.229;30;1/1/4;50;Up;Up;10.52.77.228
172.26.32.33;10;TO_eNodeB_23K207;10.52.73.45;30;1/1/3;10;Up;Up;10.52.73.44
172.26.34.114;100;TO_NodeB_13W444;10.207.199.174;30;1/1/9;1300;Up;Up;10.207.199.172
172.26.34.114;100;TO_NodeB_13X444;10.207.199.178;30;1/1/9;1301;Up;Up;10.207.199.176
172.26.32.33;50;TO_eNodeB_23K207;10.52.77.45;30;1/1/3;50;Up;Up;10.52.77.44
172.26.32.34;10;TO_eNodeB_23L815;10.52.73.53;30;1/1/3;10;Up;Up;10.52.73.52
172.26.34.117;10;TO_eNodeB_13L301;10.52.73.213;30;1/1/3;10;Up;Up;10.52.73.212
172.26.34.114;200;TO_BTS_13_444;10.48.14.41;30;1/1/9;2100;Up;Up;10.48.14.40
172.26.32.34;50;TO_eNodeB_23L815;10.52.77.53;30;1/1/3;50;Up;Up;10.52.77.52
172.26.34.117;50;TO_BTS_2G_13_301;10.49.14.21;30;1/1/9;1200;Up;Up;10.49.14.20
172.26.34.117;50;TO_eNodeB_13L301;10.52.77.213;30;1/1/3;50;Up;Up;10.52.77.212
172.26.34.117;200;TO_BTS_13_301;10.48.14.21;30;1/1/9;2100;Up;Up;10.48.14.20
172.26.32.36;10;TO_eNodeB_23L578;10.52.74.1;30;1/1/3;10;Up;Up;10.52.74.0
172.26.32.35;10;TO_eNodeB_23K477;10.52.73.57;30;1/1/3;10;Up;Up;10.52.73.56
172.26.32.36;50;TO_eNodeB_23L578;10.52.78.1;30;1/1/3;50;Up;Up;10.52.78.0
172.26.32.35;50;TO_eNodeB_23K477;10.52.77.57;30;1/1/3;50;Up;Up;10.52.77.56
172.26.32.38;10;TO_eNodeB_13N107;10.52.73.69;30;1/1/4;10;Up;Up;10.52.73.68
172.26.32.50;10;TO_eNodeB_SAEK002;10.52.73.197;30;1/1/7;10;Up;Up;10.52.73.196
172.26.32.38;50;TO_eNodeB_13N107;10.52.77.69;30;1/1/4;50;Up;Up;10.52.77.68
172.26.32.50;50;TO_eNodeB_SAEK002;10.52.77.197;30;1/1/7;50;Up;Up;10.52.77.196
172.26.32.6;10;TO_eNodeB_13L587;10.52.73.5;30;1/1/7;10;Up;Up;10.52.73.4
172.26.32.6;50;TO_eNodeB_13L587;10.52.77.5;30;1/1/7;50;Up;Up;10.52.77.4
172.26.32.7;10;TO_eNodeB_13L472;10.52.72.229;30;1/1/7;10;Up;Up;10.52.72.228
172.26.32.7;50;TO_eNodeB_13L472;10.52.76.229;30;1/1/7;50;Up;Up;10.52.76.228
172.26.32.5;10;TO_eNodeB_13L471;10.52.72.85;30;1/1/7;10;Up;Up;10.52.72.84
172.26.32.8;10;TO_eNodeB_13L445;10.52.73.25;30;1/1/4;10;Up;Up;10.52.73.24
172.26.32.5;50;TO_eNodeB_13L471;10.52.76.85;30;1/1/7;50;Up;Up;10.52.76.84
172.26.41.9;10;TO_eNodeB_13N646;10.52.73.101;30;1/1/7;10;Up;Up;10.52.73.100
172.26.32.8;50;TO_eNodeB_13L445;10.52.77.25;30;1/1/4;50;Up;Up;10.52.77.24
172.26.34.115;10;TO_eNodeB_13L001;10.52.73.217;30;1/1/7;10;Up;Up;10.52.73.216
172.26.41.9;50;TO_eNodeB_13N646;10.52.77.101;30;1/1/7;50;Up;Up;10.52.77.100
172.26.32.44;10;TO_eNodeB_33iL641;10.52.73.121;30;1/1/1;10;Up;Up;10.52.73.120
172.26.34.115;50;TO_eNodeB_13L001;10.52.77.217;30;1/1/7;50;Up;Up;10.52.77.216
172.26.32.44;10;TO_eNodeB_33iL665;10.52.73.125;30;1/1/2;11;Up;Up;10.52.73.124
172.26.32.44;10;TO_eNodeB_33iL666;10.52.73.129;30;1/1/3;12;Up;Up;10.52.73.128
172.26.32.44;10;TO_eNodeB_33iL667;10.52.73.133;30;1/1/4;13;Up;Up;10.52.73.132
172.26.32.44;10;TO_eNodeB_33iL668;10.52.73.137;30;1/1/6;14;Up;Up;10.52.73.136
172.26.32.44;10;TO_eNodeB_33iL669;10.52.73.141;30;1/1/7;15;Up;Up;10.52.73.140
172.26.32.44;10;TO_eNodeB_33iL731;10.52.73.145;30;1/1/7;16;Up;Up;10.52.73.144
172.26.33.101;10;TO_eNodeB_23L482;10.52.110.5;30;1/1/7;10;Up;Up;10.52.110.4
172.26.33.101;50;TO_eNodeB_23L482;10.52.114.5;30;1/1/7;50;Up;Up;10.52.114.4
172.26.32.44;50;TO_eNodeB_33iL641;10.52.77.121;30;1/1/1;50;Up;Up;10.52.77.120
172.26.32.44;50;TO_eNodeB_33iL665;10.52.77.125;30;1/1/2;51;Up;Up;10.52.77.124
172.26.32.44;50;TO_eNodeB_33iL666;10.52.77.129;30;1/1/3;52;Up;Up;10.52.77.128
172.26.32.44;50;TO_eNodeB_33iL667;10.52.77.133;30;1/1/4;53;Up;Up;10.52.77.132
172.26.32.44;50;TO_eNodeB_33iL668;10.52.77.137;30;1/1/6;54;Up;Up;10.52.77.136
172.26.32.44;50;TO_eNodeB_33iL669;10.52.77.141;30;1/1/7;55;Up;Up;10.52.77.140
172.26.32.44;50;TO_eNodeB_33iL731;10.52.77.145;30;1/1/7;56;Up;Up;10.52.77.144
172.26.33.103;10;TO_eNodeB_13L741;10.52.109.45;30;1/1/7;10;Up;Up;10.52.109.44
172.26.33.103;50;TO_eNodeB_13L741;10.52.113.45;30;1/1/7;50;Up;Up;10.52.113.44
172.26.33.10;10;TO_eNodeB_13L725;10.52.109.33;30;1/1/7;10;Up;Up;10.52.109.32
172.26.33.10;50;TO_eNodeB_13L725;10.52.113.33;30;1/1/7;50;Up;Up;10.52.113.32
172.26.33.11;10;TO_eNodeB_13L698;10.52.108.253;30;1/1/7;10;Up;Up;10.52.108.252
172.26.33.121;10;TO_eNodeB_13L082;10.52.108.1;30;1/1/7;10;Up;Up;10.52.108.0
172.26.33.11;50;TO_BTS_2G_13_698;10.49.12.89;30;1/1/5;1200;Up;Up;10.49.12.88
172.26.33.11;50;TO_eNodeB_13L698;10.52.112.253;30;1/1/7;50;Up;Up;10.52.112.252
172.26.33.102;10;TO_eNodeB_13L740;10.52.109.41;30;1/1/7;10;Up;Up;10.52.109.40
172.26.33.121;50;TO_eNodeB_13L082;10.52.112.1;30;1/1/7;50;Up;Up;10.52.112.0
172.26.33.102;50;TO_eNodeB_13L740;10.52.113.41;30;1/1/7;50;Up;Up;10.52.113.40
172.26.33.11;200;TO_BTS_13_698;10.48.12.89;30;1/1/5;2100;Up;Up;10.48.12.88
172.26.32.46;10;TO_eNodeB_13L306;10.52.73.181;30;1/1/3;10;Up;Up;10.52.73.180
172.26.32.46;50;TO_eNodeB_13L306;10.52.77.181;30;1/1/3;50;Up;Up;10.52.77.180
172.26.33.104;10;TO_eNodeB_13L297;10.52.108.121;30;1/1/7;10;Up;Up;10.52.108.120
172.26.33.104;50;TO_eNodeB_13L297;10.52.112.121;30;1/1/7;50;Up;Up;10.52.112.120
172.26.32.9;10;TO_eNodeB_13L894;10.52.72.145;30;1/1/3;10;Up;Up;10.52.72.144
172.26.32.9;10;TO_eNodeB_23pL819;10.52.73.241;30;1/1/4;11;Up;Up;10.52.73.240
172.26.32.9;50;TO_eNodeB_13L894;10.52.76.145;30;1/1/3;50;Up;Up;10.52.76.144
172.26.32.9;50;TO_eNodeB_23pL819;10.52.77.241;30;1/1/4;51;Up;Up;10.52.77.240
172.26.33.122;10;TO_eNodeB_13L569;10.52.108.209;30;1/1/7;10;Up;Up;10.52.108.208
172.26.33.12;10;TO_eNodeB_13L837;10.52.109.61;30;1/1/4;10;Up;Up;10.52.109.60
172.26.33.122;50;TO_BTS_13_569;10.49.12.101;30;1/1/5;1200;Up;Up;10.49.12.100
172.26.33.122;50;TO_eNodeB_13L569;10.52.112.209;30;1/1/7;50;Up;Up;10.52.112.208
172.26.33.12;50;TO_eNodeB_13L837;10.52.113.61;30;1/1/4;50;Up;Up;10.52.113.60
172.26.33.123;10;TO_eNodeB_13L563;10.52.108.189;30;1/1/7;10;Up;Up;10.52.108.188
172.26.33.122;200;TO_BTS_13_569;10.48.12.101;30;1/1/5;2100;Up;Up;10.48.12.100
172.26.33.123;50;TO_eNodeB_13L563;10.52.112.189;30;1/1/7;50;Up;Up;10.52.112.188
172.26.33.112;10;TO_eNodeB_13L999;10.52.109.117;30;1/1/3;10;Up;Up;10.52.109.116
172.26.33.112;50;TO_eNodeB_13L999;10.52.113.117;30;1/1/3;50;Up;Up;10.52.113.116
172.26.33.129;10;TO_eNodeB_13L641;10.52.109.141;30;1/1/7;10;Up;Up;10.52.109.140
172.26.33.129;50;TO_NodeB_13W641;10.208.65.146;30;1/1/5;1400;Up;Up;10.208.65.144
172.26.33.129;50;TO_NodeB_13X641;10.208.65.178;30;1/1/5;1401;Up;Up;10.208.65.176
172.26.33.129;50;TO_eNodeB_13L641;10.52.113.141;30;1/1/7;50;Up;Up;10.52.113.140
