172.26.41.12;1;172.26.41.12...;;;;3HE06797AABC0102;NS1647S4589;X-7.0.R3;1999/12/31;21:00:17
172.26.32.240;1;172.26.32.240...;;;;3HE06797AABB0111;NS1545S1239;X-7.0.R9;2017/10/06;00:32:15
172.26.41.12;A;172.26.41.12...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.32.240;A;172.26.32.240...;;;;3HE06797AABB0111;N/A;X-7.0.R9;2017/10/06;00:32:09
172.26.32.241;1;172.26.32.241...;;;;3HE06797AABC0102;NS1643S7341;X-7.0.R3;1999/12/31;21:00:34
172.26.32.241;A;172.26.32.241...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:20
172.26.41.10;1;172.26.41.10...;;;;3HE05051ABAE0106;NS1232F0340;X-7.0.R8;1999/12/31;21:00:20
172.26.41.10;A;172.26.41.10...;;;;3HE05051ABAE0106;00001011680002225416;X-7.0.R8;1999/12/31;21:00:06
172.26.32.231;1;172.26.32.231...;;;;3HE06797AABC0102;NS1649S0742;X-7.0.R3;1999/12/31;21:00:17
172.26.32.231;A;172.26.32.231...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.41.8;1;172.26.41.8...;;;;3HE06797AABC0102;NS1647S4444;X-7.0.R3;1999/12/31;21:00:17
172.26.34.115;1;172.26.34.115...;;;;3HE06797AABC0102;NS1643S7048;X-7.0.R3;1999/12/31;21:00:17
172.26.41.8;A;172.26.41.8...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.34.115;A;172.26.34.115...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.32.26;1;172.26.32.26...;;;;3HE05051ABAD0105;NS1146F1296;X-7.0.R8;1999/12/31;21:00:26
172.26.32.26;A;172.26.32.26...;;;;3HE05051ABAD0105;00001011540001957875;X-7.0.R8;1999/12/31;21:00:11
172.26.32.27;1;172.26.32.27...;;;;3HE05051ABAE0105;NS1216F1538;X-7.0.R8;1999/12/31;21:00:26
172.26.32.27;A;172.26.32.27...;;;;3HE05051ABAE0105;00001011680001933148;X-7.0.R8;1999/12/31;21:00:11
172.26.32.3;1;172.26.32.3...;;;;3HE01473AAAE01;NS113263846;X-13.0.R11;2017/04/12;01:11:35
172.26.32.3;2;172.26.32.3...;;;;3HE01473AAAF01;NS1306F0927;X-13.0.R11;2017/04/12;01:11:38
172.26.32.3;A;172.26.32.3...;;;;3HE01171AAAF02;STIM2QA111062052012;X-13.0.R11;2018/07/19;03:04:27
172.26.32.3;B;172.26.32.3...;;;;3HE01171AAAF02;NS111360209;X-13.0.R11;2018/07/19;03:06:25
172.26.32.28;1;172.26.32.28...;;;;3HE05051ABAE0110;NS1326F0979;X-7.0.R8;1999/12/31;21:00:25
172.26.32.28;A;172.26.32.28...;;;;3HE05051ABAE0110;SPG2013032002513;X-7.0.R8;1999/12/31;21:00:11
172.26.41.11;1;172.26.41.11...;;;;3HE06797AABC0102;NS1647S4588;X-7.0.R3;1999/12/31;21:00:16
172.26.41.11;A;172.26.41.11...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.32.29;1;172.26.32.29...;;;;3HE05051ABAD0104;NS1145F0320;X-7.0.R8;1999/12/31;21:00:26
172.26.32.29;A;172.26.32.29...;;;;3HE05051ABAD0104;00001011540001873241;X-7.0.R8;1999/12/31;21:00:11
172.26.41.6;1;172.26.41.6...;;;;3HE06797AABC0102;NS1647S4467;X-7.0.R3;2017/10/06;00:28:32
