172.26.32.10;10;VPRN;Up;Up;1;
172.26.32.10;50;VPRN;Up;Up;1;
172.26.32.10;2000;VPRN;Up;Up;1;
172.26.32.10;6000;IES;Up;Up;1;
172.26.32.10;7000;IES;Up;Up;1;
172.26.32.10;135991003;Epipe;Up;Up;1;
172.26.32.10;135991004;Epipe;Up;Up;1;
172.26.32.10;138273001;Cpipe;Down;Down;1;
172.26.32.10;138273002;Cpipe;Down;Down;1;
172.26.32.11;10;VPRN;Up;Up;1;
172.26.32.11;50;VPRN;Up;Up;1;
172.26.32.11;6000;IES;Up;Up;1;
172.26.32.11;7000;IES;Up;Up;1;
172.26.32.11;138271003;Epipe;Up;Up;1;
172.26.32.11;138271004;Epipe;Up;Down;1;
172.26.32.11;138273001;Cpipe;Up;Up;1;
172.26.32.11;138273002;Cpipe;Up;Down;1;
172.26.32.12;10;VPRN;Up;Up;1;
172.26.32.12;50;VPRN;Up;Up;1;
172.26.32.12;6000;IES;Up;Up;1;
172.26.32.12;7000;IES;Up;Up;1;
172.26.32.12;136261003;Epipe;Up;Up;1;
172.26.32.12;136261004;Epipe;Up;Up;1;
172.26.32.13;10;VPRN;Up;Up;1;
172.26.32.13;50;VPRN;Up;Up;1;
172.26.32.13;7000;IES;Up;Up;1;
172.26.32.13;133271001;Epipe;Up;Up;1;
172.26.32.13;133271002;Epipe;Up;Up;1;
172.26.32.14;10;VPRN;Up;Up;1;
172.26.32.14;50;VPRN;Up;Up;1;
172.26.32.14;6000;IES;Up;Up;1;
172.26.32.14;7000;IES;Up;Up;1;
172.26.32.14;133231001;Epipe;Up;Up;1;
172.26.32.14;133231002;Epipe;Up;Down;1;
172.26.32.16;10;VPRN;Up;Up;1;
172.26.32.16;50;VPRN;Up;Up;1;
172.26.32.16;6000;IES;Up;Up;1;
172.26.32.16;7000;IES;Up;Up;1;
172.26.32.16;7001;IES;Up;Up;1;
172.26.32.16;136021001;Epipe;Up;Up;1;
172.26.32.16;136021003;Epipe;Up;Up;1;
172.26.32.16;136027001;Epipe;Up;Up;1;
172.26.32.17;10;VPRN;Up;Up;1;
172.26.32.17;50;VPRN;Up;Up;1;
172.26.32.17;200;VPRN;Up;Up;1;
172.26.32.17;6000;IES;Up;Up;1;
172.26.32.17;7000;IES;Up;Up;1;
172.26.32.17;7001;IES;Up;Up;1;
172.26.32.17;8000;IES;Up;Up;1;
172.26.32.17;139141001;Epipe;Up;Up;1;
172.26.32.17;139141002;Epipe;Up;Up;1;
172.26.32.17;139147001;Epipe;Up;Up;1;
172.26.32.18;10;VPRN;Up;Up;1;
172.26.32.18;50;VPRN;Up;Up;1;
172.26.32.18;100;VPRN;Up;Up;1;
172.26.32.18;6000;IES;Up;Down;1;
172.26.32.18;9000;IES;Up;Up;1;
172.26.32.18;130261003;Epipe;Up;Up;1;
172.26.32.18;130267001;Epipe;Up;Up;1;
172.26.32.197;10;VPRN;Up;Up;1;
172.26.32.197;50;VPRN;Up;Up;1;
172.26.32.197;6000;IES;Up;Up;1;
172.26.32.197;7000;IES;Up;Up;1;
172.26.32.197;230911001;Epipe;Up;Up;1;
172.26.32.197;230911002;Epipe;Up;Up;1;
172.26.32.202;10;VPRN;Up;Up;1;
172.26.32.202;50;VPRN;Up;Up;1;
172.26.32.202;1400;VPRN;Up;Up;1;
172.26.32.202;6000;IES;Up;Up;1;
172.26.32.202;7000;IES;Up;Up;1;
172.26.32.202;130191001;Epipe;Up;Up;1;
172.26.32.202;130191002;Epipe;Up;Up;1;
172.26.32.200;7000;IES;Up;Up;1;
172.26.32.200;7001;IES;Up;Up;1;
172.26.32.200;331801001;Epipe;Up;Up;1;
172.26.32.200;331801002;Epipe;Up;Up;1;
172.26.32.200;331801003;Epipe;Up;Up;1;
172.26.32.199;10;VPRN;Up;Up;1;
172.26.32.199;50;VPRN;Up;Up;1;
172.26.32.199;200;VPRN;Up;Up;1;
172.26.32.199;6000;IES;Up;Up;1;
172.26.32.199;133031001;Epipe;Up;Up;1;
172.26.32.199;133031002;Epipe;Up;Up;1;
172.26.32.199;133033001;Cpipe;Up;Down;1;
172.26.32.25;10;VPRN;Up;Up;1;
172.26.32.199;133033002;Cpipe;Up;Down;1;
172.26.32.25;50;VPRN;Up;Up;1;
172.26.32.199;133037001;Epipe;Up;Up;1;
172.26.32.25;6000;IES;Up;Up;1;
172.26.32.199;138313001;Cpipe;Up;Down;1;
172.26.32.25;7000;IES;Up;Up;1;
172.26.32.199;138313002;Cpipe;Up;Down;1;
172.26.32.25;135661001;Epipe;Up;Up;1;
172.26.32.199;138313004;Cpipe;Up;Up;1;
