172.26.32.42;172.26.32.222;0.0.13.26;Full;TO_ACCESO_NORIENTE_23165_1/1/1;172.27.2.125;172.27.2.126
172.26.39.72;172.26.39.1;0.0.0.0;Full;to_HRA_Salto_Area_0;172.27.93.253;172.27.93.254
172.26.39.72;172.26.32.1;0.0.13.25;Full;to_HRA_Concert_Area_0.0.13.25;172.27.0.149;172.27.0.150
172.26.39.72;172.26.34.1;0.0.13.21;Full;to_HRA_Condor_Area_0.0.13.21;172.27.7.145;172.27.7.146
172.26.39.72;172.26.33.1;0.0.13.14;Full;to_HRA_Canas_Area_0.0.13.14;172.27.16.217;172.27.16.218
172.26.39.72;172.26.40.1;0.0.13.17;Full;to_HRA_Canas_Area_0.0.13.17;172.27.26.141;172.27.26.142
172.26.39.72;192.168.239.4;0.0.13.6;Full;to_HRA_Cerrillos_Area_0.0.13.6;172.27.29.101;172.27.29.102
172.26.41.3;172.26.41.4;0.0.13.23;Full;TO_DATACENTER_LIRAY_MR_B_1/2/10;172.27.111.253;172.27.111.254
172.26.32.191;172.26.32.248;0.0.13.26;Full;TO_TRENES_INDUST_23789_1/1/6;172.27.1.122;172.27.1.121
172.26.32.191;172.26.32.190;0.0.13.26;Full;TO_PENA_QUILICURA_23794_1/1/1;172.27.1.125;172.27.1.126
172.26.32.22;172.26.32.3;0.0.13.25;Full;TO_13H001_MR_A_1/1/5;172.27.0.98;172.27.0.97
172.26.41.3;172.26.41.16;0.0.13.23;Full;TO_COLINA_13043_1/1/1;172.27.111.49;172.27.111.50
172.26.32.22;172.26.32.23;0.0.13.25;Full;TO_SARM_AEROP_VOLCAN_13005;172.27.0.101;172.27.0.102
172.26.41.3;172.26.41.7;0.0.13.23;Full;TO_COLINA_SUR_13309_1/1/3;172.27.111.25;172.27.111.26
172.26.32.220;172.26.32.3;0.0.13.25;Full;TO_MRA_QUILICURA_13H001_2/1/6;172.27.2.174;172.27.2.173
172.26.32.220;172.26.32.212;0.0.13.25;Full;TO_AEROPUERTO_AMB_13i006_1/1/7;172.27.2.73;172.27.2.74
172.26.32.2;172.26.32.1;0.0.0.0;Full;TO_CONCERT_HRA_13006_2/2/1;172.27.92.142;172.27.92.141
172.26.32.2;172.26.46.251;0.0.13.5;Full;TO_R_SANTA_JULIA_05032_1/1/7;172.27.101.245;172.27.101.246
172.26.32.2;192.168.239.5;0.0.0.0;Full;TO_EL_CONDOR_II_HRB_15007_3/2/1;172.27.1.245;172.27.1.246
172.26.32.2;172.26.32.219;0.0.13.26;Full;TO_MALL_PLAZA_NORTE_13537_1/2/7;172.27.2.105;172.27.2.106
172.26.32.2;172.26.32.201;0.0.13.26;Full;TO_CORP_CONCERT_B_LAG-1;172.27.2.6;172.27.2.5
172.26.32.2;172.26.41.4;0.0.13.23;Full;TO_DATACENTER_LIRAY_MR_B_1/1/10;172.27.111.249;172.27.111.250
172.26.32.2;172.26.32.4;0.0.13.25;Full;TO_QUILICURA_MR_B_13006_LAG-1;172.27.0.254;172.27.0.253
172.26.32.222;172.26.32.42;0.0.13.26;Full;TO_ACC_NORORIENTE1_13413_1/1/2;172.27.2.126;172.27.2.125
172.26.41.3;172.26.41.5;0.0.13.23;Full;TO_COLINA_CENTRO_13098_1/1/1;172.27.111.1;172.27.111.2
172.26.32.223;172.26.34.115;0.0.13.26;Full;TO_SARA_GUANACO_13001_1/1/4;172.27.2.146;172.27.2.145
172.26.32.247;172.26.32.210;0.0.13.26;Full;TO_PANA_NORTE_13307_1/1/4;172.27.0.178;172.27.0.177
172.26.32.224;172.26.32.235;0.0.13.25;Full;TO_C_G_MAPOCHO_23346_1/1/2;172.27.253.33;172.27.253.34
172.26.32.224;172.26.32.24;0.0.13.25;Full;TO_COLORADO_13524_1/1/3;172.27.2.94;172.27.2.93
172.26.32.225;172.26.32.201;0.0.13.26;Full;TO_SARM_SAR-8_B_CONCERT_1/3/8;172.27.2.150;172.27.2.149
172.26.41.4;172.26.41.12;0.0.13.23;Full;TO_COLINA_NORTE_13412_1/1/2;172.27.111.70;172.27.111.69
172.26.41.4;172.26.32.2;0.0.13.23;Full;TO_CONCERT_HR_B_13006_2/1/2;172.27.111.250;172.27.111.249
172.26.41.4;172.26.41.3;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRA_1/2/10;172.27.111.254;172.27.111.253
172.26.32.226;172.26.32.45;0.0.13.26;Full;TO_BATUCO_13302_1/1/4;172.27.1.98;172.27.1.97
172.26.32.226;192.168.239.17;0.0.13.26;Full;TO_CERRO_LIRAY_13002_1/1/7;172.27.2.153;172.27.2.154
172.26.41.4;172.26.41.10;0.0.13.23;Full;TO_COLINA_CENTRO2_23134_1/1/2;172.27.111.22;172.27.111.21
172.26.32.242;172.26.32.219;0.0.13.26;Full;TO_PLAZA_NORTE_CORP_13537_1/3/7;172.27.2.222;172.27.2.221
172.26.32.227;192.168.239.71;0.0.13.26;Full;TO_CHICUREO_LR_13014_1/1/2;172.27.2.250;172.27.2.249
172.26.32.226;172.26.32.231;0.0.13.26;Full;TO_CAC_QUEZADA_CSR_13152_1/1/1;172.27.1.205;172.27.1.206
