172.26.32.207;1/1/3;0.33;3.80
172.26.32.207;1/1/8;0.01;0.02
172.26.32.207;1/1/10;1.31;1.49
172.26.32.207;1/1/11;1.82;5.04
172.26.32.42;1/1/1;0.79;0.39
172.26.32.42;1/1/2;0.13;0.24
172.26.32.42;1/1/5;1.68;1.84
172.26.32.43;1/1/1;2.28;~0.00
172.26.32.43;1/1/2;1.23;2.90
172.26.32.43;1/1/4;0.03;0.09
172.26.32.43;1/1/9;4.87;16.11
172.26.32.219;1/1/7;0.81;0.80
172.26.32.219;1/1/8;0.02;0.03
172.26.32.219;1/2/7;4.74;0.01
172.26.32.219;1/2/8;0.70;3.13
172.26.32.219;1/3/7;0.35;1.85
172.26.32.247;1/1/5;0.03;0.02
172.26.32.247;1/1/9;0.25;0.51
172.26.32.215;1/1/7;5.49;1.35
172.26.32.215;1/1/8;0.24;1.89
172.26.32.215;1/2/1;10.59;28.31
172.26.32.215;1/2/7;~0.00;~0.00
172.26.32.215;1/2/8;0.03;0.03
172.26.32.225;1/1/1;0.61;0.15
172.26.32.225;1/1/5;1.46;7.56
172.26.32.222;1/1/1;0.25;0.12
172.26.32.222;1/1/5;1.11;4.40
172.26.32.222;1/1/7;0.11;0.03
172.26.32.201;1/1/1;30.07;4.99
172.26.32.201;1/1/5;0.65;2.04
172.26.32.201;1/1/6;0.35;2.34
172.26.32.201;1/1/7;20.13;5.77
172.26.32.201;1/1/8;5.61;35.24
172.26.32.201;1/2/6;~0.00;~0.00
172.26.32.201;1/2/7;3.44;5.28
172.26.32.201;1/2/8;~0.00;~0.00
172.26.32.201;1/3/7;~0.00;~0.00
172.26.32.201;1/3/8;0.16;0.70
172.26.32.201;1/4/7;0.44;3.28
172.26.32.191;1/1/1;0.81;0.36
172.26.32.191;1/1/2;1.87;~0.00
172.26.32.191;1/1/3;0.22;1.82
172.26.32.191;1/1/9;1.99;8.22
172.26.32.208;1/1/1;8.22;2.37
172.26.32.208;1/1/2;0.81;3.12
172.26.32.208;1/1/3;0.86;0.93
172.26.32.208;1/1/9;4.30;14.11
172.26.32.208;1/1/10;0.93;1.79
172.26.32.208;1/1/11;0.07;0.38
172.26.32.208;1/1/12;1.12;2.19
172.26.32.200;1/1/1;42.25;8.34
172.26.32.200;1/1/6;1.08;3.15
