172.26.32.223;50;10.52.76.158;00:0f:bb:a4:30:a9;Dyn[I];TO_eNodeB_13L920
172.26.32.228;10;10.52.72.217;d4:e3:3f:6e:61:47;Oth[I];TO_eNodeB_13K828
172.26.32.228;10;10.52.72.218;d6:ef:cd:5f:b7:ca;Dyn[I];TO_eNodeB_13K828
172.26.32.228;50;10.52.76.217;d4:e3:3f:6e:61:47;Oth[I];TO_eNodeB_13K828
172.26.32.228;50;10.52.76.218;d6:ef:cd:5f:b7:ca;Dyn[I];TO_eNodeB_13K828
172.26.32.242;10;10.52.73.85;1c:ea:1b:df:51:15;Oth[I];TO_eNodeB_13IL009
172.26.32.242;10;10.52.73.86;60:a8:fe:d3:d1:44;Dyn[I];TO_eNodeB_13IL009
172.26.32.230;10;10.52.72.177;d4:e3:3f:d6:ec:1b;Oth[I];TO_eNodeB_23L070
172.26.32.242;10;10.52.73.81;1c:ea:1b:df:51:16;Oth[I];TO_eNodeB_33IL492
172.26.32.230;10;10.52.72.178;00:0f:bb:a4:65:09;Dyn[I];TO_eNodeB_23L070
172.26.32.242;10;10.52.73.82;60:a8:fe:eb:f3:07;Dyn[I];TO_eNodeB_33IL492
172.26.32.230;50;10.52.76.177;d4:e3:3f:d6:ec:1b;Oth[I];TO_eNodeB_23L070
172.26.32.242;50;10.52.77.85;1c:ea:1b:df:51:15;Oth[I];TO_eNodeB_13IL009
172.26.32.230;50;10.52.76.178;00:0f:bb:a4:65:09;Dyn[I];TO_eNodeB_23L070
172.26.32.226;10;10.52.72.153;d4:e3:3f:d3:22:bb;Oth[I];TO_eNodeB_13L919
172.26.32.242;50;10.52.77.86;60:a8:fe:d3:d1:44;Dyn[I];TO_eNodeB_13IL009
172.26.32.226;10;10.52.72.154;00:0f:bb:86:ff:35;Dyn[I];TO_eNodeB_13L919
172.26.32.242;50;10.52.77.81;1c:ea:1b:df:51:16;Oth[I];TO_eNodeB_33IL492
172.26.32.226;50;10.52.76.153;d4:e3:3f:d3:22:bb;Oth[I];TO_eNodeB_13L919
172.26.32.242;50;10.52.77.82;60:a8:fe:eb:f3:07;Dyn[I];TO_eNodeB_33IL492
172.26.32.226;50;10.52.76.154;00:0f:bb:86:ff:35;Dyn[I];TO_eNodeB_13L919
172.26.32.234;10;10.52.72.225;98:b0:39:7e:73:b2;Oth[I];TO_eNodeB_33iL122
172.26.32.235;10;10.52.73.1;d4:e3:3f:d0:bc:cb;Oth[I];TO_eNodeB_23L346
172.26.32.234;10;10.52.72.226;00:0f:bb:c0:4a:0d;Dyn[I];TO_eNodeB_33iL122
172.26.32.235;10;10.52.73.2;60:a8:fe:5c:c1:63;Dyn[I];TO_eNodeB_23L346
172.26.32.240;10;10.53.192.101;bc:6b:4d:12:aa:3f;Oth[I];TO_ENODEB_LTE_05L071
172.26.32.240;10;10.53.192.102;60:a8:fe:cb:e7:70;Dyn[I];TO_ENODEB_LTE_05L071
172.26.32.234;50;10.52.76.225;98:b0:39:7e:73:b2;Oth[I];TO_eNodeB_33iL122
