172.26.32.220;1/1;10.55.0.36;yes;slave
172.26.32.220;2/1;10.55.0.20;no;master
172.26.32.220;3/1;10.52.81.66;no;master
172.26.32.220;4/1;10.60.15.166;no;master
172.26.32.220;5/1;10.60.50.118;no;master
172.26.32.222;1/1;10.55.0.36;yes;slave
172.26.32.222;2/1;10.55.0.20;no;master
172.26.32.222;3/1;10.52.80.190;no;master
172.26.32.222;4/1;10.60.13.58;no;master
172.26.32.223;1/1;10.55.0.36;yes;slave
172.26.32.223;2/1;10.55.0.20;no;master
172.26.32.223;3/1;10.52.80.158;no;master
172.26.32.223;4/1;10.60.26.38;no;master
172.26.32.247;1/1;10.55.0.36;yes;slave
172.26.32.247;2/1;10.55.0.20;no;master
172.26.32.247;3/1;10.52.81.246;no;master
172.26.32.247;4/1;10.60.55.10;no;master
172.26.32.224;1/1;10.55.0.36;yes;slave
172.26.32.224;2/1;10.55.0.20;no;master
172.26.32.224;3/1;10.52.80.198;no;master
172.26.32.225;1/1;10.55.0.36;yes;slave
172.26.32.225;2/1;10.55.0.20;no;master
172.26.32.225;3/1;10.60.0.74;no;master
172.26.32.242;1/1;10.55.0.36;yes;slave
172.26.32.242;2/1;10.60.21.222;no;master
172.26.32.242;3/1;10.52.81.86;no;master
172.26.32.242;4/1;10.60.21.218;no;master
172.26.32.242;5/1;10.52.81.82;no;master
172.26.32.227;1/1;10.55.0.36;yes;slave
172.26.32.227;2/1;10.55.0.20;no;master
172.26.32.227;3/1;10.52.80.82;no;master
172.26.32.227;4/1;10.60.53.66;no;master
172.26.32.227;5/1;10.60.0.230;no;master
172.26.32.226;1/1;10.55.0.36;yes;slave
172.26.32.226;2/1;10.55.0.20;no;master
172.26.32.226;3/1;10.52.80.154;no;master
172.26.32.226;4/1;10.60.19.174;no;master
172.26.32.44;1/1;10.55.0.36;yes;slave
172.26.32.44;2/1;10.55.0.20;no;master
172.26.32.44;3/1;10.60.28.86;no;master
172.26.32.44;4/1;10.60.28.90;no;master
172.26.32.44;5/1;10.60.28.94;no;master
172.26.32.44;6/1;10.60.28.98;no;master
172.26.32.44;7/1;10.60.28.102;no;master
172.26.32.44;8/1;10.60.28.106;no;master
172.26.32.44;9/1;10.60.28.110;no;master
172.26.32.44;10/1;10.52.81.122;no;master
172.26.32.44;11/1;10.52.81.126;no;master
172.26.32.44;12/1;10.52.81.130;no;master
172.26.32.44;13/1;10.52.81.134;no;master
172.26.32.44;14/1;10.52.81.138;no;master
172.26.32.44;15/1;10.52.81.142;no;master
172.26.32.44;16/1;10.52.81.146;no;master
172.26.32.228;1/1;10.55.0.36;yes;slave
172.26.32.228;2/1;10.55.0.20;no;master
172.26.32.228;3/1;10.60.0.198;no;master
172.26.32.228;4/1;10.52.80.218;no;master
172.26.32.228;5/1;10.60.53.118;no;master
172.26.32.23;1/1;10.55.0.36;yes;slave
172.26.32.23;2/1;10.55.0.20;no;master
172.26.32.23;3/1;10.52.80.14;no;master
172.26.32.23;4/1;10.60.0.66;no;master
172.26.32.23;5/1;10.60.0.70;no;master
172.26.32.230;1/1;10.55.0.36;yes;slave
172.26.32.230;2/1;10.55.0.20;no;master
172.26.32.230;3/1;10.52.80.178;no;master
172.26.32.230;5/1;10.60.13.98;no;master
172.26.32.230;6/1;10.60.34.46;no;master
172.26.32.234;1/1;10.55.0.36;yes;slave
172.26.32.234;2/1;10.55.0.20;no;master
172.26.32.234;3/1;10.52.80.226;no;master
172.26.32.234;4/1;10.60.4.166;no;master
172.26.32.235;1/1;10.55.0.36;yes;slave
172.26.32.235;2/1;10.55.0.20;no;master
172.26.32.235;3/1;10.52.81.2;no;master
172.26.32.235;4/1;10.60.4.170;no;master
172.26.32.235;5/1;10.60.13.90;no;master
172.26.41.7;1/1;10.55.0.36;yes;slave
172.26.41.7;2/1;10.55.0.20;no;master
172.26.41.7;3/1;10.52.80.50;no;master
172.26.41.7;4/1;10.60.35.142;no;master
172.26.41.16;1/1;10.55.0.36;yes;slave
172.26.41.7;5/1;10.60.35.146;no;master
172.26.41.16;2/1;10.55.0.20;no;master
172.26.41.16;3/1;10.60.22.210;no;master
172.26.41.16;4/1;10.60.22.206;no;master
172.26.41.16;5/1;10.52.81.94;no;master
172.26.41.5;1/1;10.55.0.36;yes;slave
172.26.41.5;2/1;10.55.0.20;no;master
172.26.41.5;3/1;10.52.81.186;no;master
172.26.41.5;4/1;10.60.36.130;no;master
172.26.41.5;5/1;10.60.36.134;no;master
172.26.32.237;1/1;10.55.0.36;yes;slave
172.26.32.237;4/1;10.60.13.134;no;master
172.26.32.238;1/1;10.55.0.36;yes;slave
172.26.32.238;2/1;10.55.0.20;no;master
172.26.32.238;3/1;10.60.19.34;no;master
172.26.32.238;4/1;10.52.81.50;no;master
172.26.32.238;5/1;10.60.47.82;no;master
172.26.32.24;1/1;10.55.0.36;yes;slave
172.26.32.24;2/1;10.55.0.20;no;master
172.26.32.24;3/1;10.52.80.102;no;master
172.26.32.240;1/1;10.55.0.36;yes;slave
172.26.41.12;1/1;10.55.0.36;yes;slave
172.26.32.240;2/1;10.55.0.20;no;master
172.26.41.12;2/1;10.55.0.20;no;master
172.26.32.240;3/1;10.53.200.102;no;master
172.26.41.12;4/1;10.60.38.142;no;master
172.26.41.12;5/1;10.60.38.146;no;master
172.26.41.12;6/1;10.52.81.206;no;master
172.26.32.241;1/1;10.55.0.36;yes;slave
172.26.32.241;2/1;10.55.0.20;no;master
172.26.32.241;3/1;10.53.200.114;no;master
172.26.32.241;4/1;10.60.24.18;no;master
172.26.32.241;5/1;10.60.58.62;no;master
172.26.41.10;1/1;10.55.0.36;yes;slave
172.26.41.10;2/1;10.55.0.20;no;master
172.26.41.10;3/1;10.52.80.186;no;master
172.26.41.10;4/1;10.60.49.226;no;master
172.26.41.10;5/1;10.60.49.230;no;master
172.26.32.231;1/1;10.55.0.36;yes;slave
172.26.32.231;2/1;10.55.0.20;no;master
172.26.32.231;3/1;10.52.81.158;no;master
172.26.32.231;4/1;10.60.29.10;no;master
172.26.32.231;5/1;10.60.14.214;no;master
172.26.41.8;1/1;10.55.0.36;yes;slave
172.26.41.8;2/1;10.55.0.20;no;master
172.26.34.115;1/1;10.55.0.20;no;master
172.26.41.8;3/1;10.60.35.206;no;master
172.26.34.115;2/1;10.55.0.36;yes;slave
172.26.41.8;4/1;10.60.35.210;no;master
172.26.34.115;3/1;10.52.81.218;no;master
172.26.41.8;5/1;10.52.80.182;no;master
172.26.34.115;5/1;10.60.29.166;no;master
172.26.32.26;1/1;10.55.0.36;yes;slave
172.26.34.115;6/1;10.60.37.230;no;master
172.26.32.26;2/1;10.55.0.20;no;master
172.26.34.115;7/1;10.60.37.226;no;master
172.26.32.26;3/1;10.60.34.82;no;master
172.26.32.26;4/1;10.60.34.54;no;master
172.26.32.26;5/1;10.52.80.162;no;master
172.26.32.27;1/1;10.55.0.36;yes;slave
172.26.32.27;3/1;10.52.80.142;no;master
172.26.32.27;4/1;10.60.25.66;no;master
172.26.32.27;5/1;10.60.25.70;no;master
172.26.32.28;1/1;10.55.0.36;yes;slave
172.26.32.28;2/1;10.55.0.20;no;master
172.26.32.28;4/1;10.60.0.62;no;master
172.26.32.28;5/1;10.60.7.62;no;master
172.26.41.11;1/1;10.55.0.36;yes;slave
172.26.41.11;2/1;10.55.0.20;no;master
172.26.41.11;3/1;10.52.81.110;no;master
172.26.41.11;4/1;10.60.31.158;no;master
172.26.41.11;5/1;10.60.31.162;no;master
172.26.32.29;1/1;10.55.0.36;yes;slave
172.26.32.29;2/1;10.55.0.20;no;master
172.26.32.29;3/1;10.52.80.254;no;master
172.26.32.29;4/1;10.60.6.142;no;master
172.26.41.6;1/1;10.55.0.36;yes;slave
172.26.41.6;2/1;10.55.0.20;no;master
172.26.41.6;3/1;10.60.19.162;no;master
172.26.41.6;4/1;10.60.19.166;no;master
172.26.41.15;1/1;10.55.0.36;yes;slave
172.26.41.15;2/1;10.55.0.20;no;master
172.26.41.15;3/1;10.52.80.26;no;master
172.26.41.15;4/1;10.60.37.246;no;master
172.26.41.15;5/1;10.60.37.242;no;master
172.26.32.31;1/1;10.55.0.36;yes;slave
172.26.32.31;2/1;10.55.0.20;no;master
172.26.32.31;3/1;10.60.13.126;no;master
172.26.32.31;4/1;10.52.81.14;no;master
172.26.32.32;1/1;10.55.0.36;yes;slave
172.26.32.32;3/1;10.60.18.254;no;master
172.26.32.32;4/1;10.52.81.42;no;master
172.26.32.33;1/1;10.55.0.36;yes;slave
172.26.32.33;2/1;10.55.0.20;no;master
172.26.32.33;3/1;10.52.81.46;no;master
172.26.32.33;4/1;10.60.19.30;no;master
172.26.32.34;1/1;10.55.0.36;yes;slave
172.26.32.34;2/1;10.55.0.20;no;master
172.26.32.34;3/1;10.60.19.94;no;master
172.26.32.34;4/1;10.52.81.54;no;master
172.26.34.114;1/1;10.55.0.20;no;master
172.26.34.114;2/1;10.55.0.36;yes;slave
172.26.34.114;3/1;10.52.81.230;no;master
172.26.34.114;4/1;10.60.40.6;no;master
172.26.34.114;5/1;10.60.40.14;no;master
172.26.34.113;1/1;10.55.0.20;no;master
172.26.34.113;2/1;10.55.0.36;yes;slave
172.26.34.113;3/1;10.52.176.114;no;master
172.26.34.113;4/1;10.60.29.166;no;master
172.26.32.35;1/1;10.55.0.36;yes;slave
172.26.32.35;2/1;10.55.0.20;no;master
172.26.32.35;4/1;10.60.19.206;no;master
172.26.32.35;5/1;10.52.81.58;no;master
172.26.32.36;1/1;10.55.0.36;yes;slave
172.26.32.36;2/1;10.55.0.20;no;master
172.26.32.36;3/1;10.60.20.106;no;master
172.26.32.36;4/1;10.52.82.2;no;master
172.26.34.117;1/1;10.55.0.20;no;master
172.26.34.117;2/1;10.55.0.36;yes;slave
172.26.34.117;3/1;10.52.81.214;no;master
172.26.34.117;4/1;10.60.30.78;no;master
172.26.34.117;5/1;10.60.14.218;no;master
172.26.32.50;1/1;10.55.0.36;yes;slave
172.26.32.50;2/1;10.55.0.20;no;master
172.26.32.50;3/1;10.52.81.198;no;master
172.26.32.50;4/1;10.60.37.178;no;master
172.26.32.38;1/1;10.55.0.36;yes;slave
172.26.32.38;2/1;10.55.0.20;no;master
172.26.41.9;1/1;10.55.0.36;yes;slave
172.26.32.38;3/1;10.52.81.70;no;master
172.26.41.9;2/1;10.55.0.20;no;master
172.26.32.38;4/1;10.60.21.82;no;master
172.26.41.9;3/1;10.52.81.102;no;master
172.26.41.9;4/1;10.60.35.138;no;master
172.26.41.9;5/1;10.60.35.134;no;master
172.26.32.6;1/1;10.55.0.36;yes;slave
172.26.32.6;2/1;10.55.0.20;no;master
172.26.32.6;4/1;10.60.9.102;no;master
172.26.32.6;5/1;10.60.9.246;no;master
172.26.32.6;6/1;10.52.81.6;no;master
172.26.32.5;1/1;10.55.0.36;yes;slave
172.26.32.5;2/1;10.55.0.20;no;master
172.26.32.5;3/1;10.52.80.86;no;master
172.26.32.5;4/1;10.60.2.178;no;master
172.26.32.5;5/1;10.60.48.142;no;master
172.26.32.8;1/1;10.55.0.36;yes;slave
172.26.32.8;2/1;10.55.0.20;no;master
172.26.32.8;3/1;10.52.81.26;no;master
172.26.32.7;1/1;10.55.0.36;yes;slave
172.26.32.7;2/1;10.55.0.20;no;master
172.26.32.7;3/1;10.52.80.230;no;master
172.26.32.7;4/1;10.60.4.174;no;master
172.26.32.9;1/1;10.55.0.36;yes;slave
172.26.32.9;2/1;10.55.0.20;no;master
172.26.32.9;3/1;10.52.80.146;no;master
172.26.32.9;4/1;10.60.24.94;no;master
172.26.32.9;5/1;10.60.41.66;no;master
172.26.32.9;6/1;10.60.41.62;no;master
172.26.32.9;7/1;10.52.81.242;no;master
172.26.33.10;1/1;10.55.0.12;yes;slave
172.26.33.10;2/1;10.55.0.84;no;master
172.26.33.10;3/1;10.52.117.34;no;master
172.26.33.10;4/1;10.60.53.182;no;master
172.26.33.101;1/1;10.55.0.12;yes;slave
172.26.33.101;2/1;10.55.0.84;no;master
172.26.33.101;3/1;10.52.118.6;no;master
172.26.33.102;1/1;10.55.0.12;yes;slave
172.26.33.102;2/1;10.55.0.84;no;master
172.26.33.102;3/1;10.52.117.42;no;master
172.26.33.102;4/1;10.60.8.94;no;master
172.26.33.103;1/1;10.55.0.12;yes;slave
172.26.33.103;2/1;10.55.0.84;no;master
172.26.33.103;3/1;10.52.117.46;no;master
172.26.33.103;4/1;10.60.8.102;no;master
172.26.33.104;1/1;10.55.0.12;yes;slave
172.26.33.104;2/1;10.55.0.84;no;master
172.26.33.104;3/1;10.52.116.122;no;master
172.26.33.104;4/1;10.60.9.222;no;master
172.26.33.11;1/1;10.55.0.12;yes;slave
172.26.33.11;2/1;10.55.0.84;no;master
172.26.33.11;3/1;10.52.116.254;no;master
172.26.33.12;1/1;10.55.0.12;yes;slave
172.26.33.12;2/1;10.55.0.84;no;master
172.26.33.12;3/1;10.52.117.62;no;master
172.26.32.46;1/1;10.55.0.36;yes;slave
172.26.33.112;1/1;10.55.0.12;yes;slave
172.26.32.46;2/1;10.55.0.20;no;master
172.26.33.112;2/1;10.55.0.28;no;master
172.26.32.46;4/1;10.60.27.22;no;master
172.26.33.112;3/1;10.52.117.118;no;master
172.26.32.46;5/1;10.52.81.182;no;master
172.26.33.112;4/1;10.60.20.182;no;master
172.26.32.46;6/1;10.60.36.90;no;master
172.26.33.112;5/1;10.60.22.170;no;master
172.26.33.121;1/1;10.55.0.12;yes;slave
172.26.33.121;2/1;10.55.0.84;no;master
172.26.33.121;3/1;10.52.116.2;no;master
172.26.33.121;4/1;10.60.0.54;no;master
172.26.33.121;5/1;10.60.0.50;no;master
172.26.33.122;1/1;10.55.0.12;yes;slave
172.26.33.122;2/1;10.55.0.84;no;master
172.26.33.122;3/1;10.52.116.210;no;master
172.26.33.122;4/1;10.60.0.34;no;master
172.26.33.122;5/1;10.60.0.38;no;master
172.26.33.123;1/1;10.55.0.12;yes;slave
172.26.33.123;2/1;10.55.0.48;no;master
172.26.33.123;3/1;10.52.116.190;no;master
172.26.33.123;4/1;10.60.0.58;no;master
172.26.33.123;5/1;10.60.18.118;no;master
172.26.33.129;1/1;10.55.0.12;yes;slave
172.26.33.129;2/1;10.55.0.84;no;master
172.26.33.129;3/1;10.52.117.142;no;master
172.26.33.129;4/1;10.60.50.250;no;master
172.26.33.129;5/1;10.60.50.246;no;master
172.26.33.124;1/1;10.55.0.12;yes;slave
172.26.33.124;2/1;10.55.0.84;no;master
172.26.33.124;3/1;10.52.116.238;no;master
172.26.33.124;4/1;10.60.0.42;no;master
172.26.33.124;5/1;10.60.23.194;no;master
172.26.33.130;1/1;10.55.0.12;yes;slave
172.26.33.130;2/1;10.55.0.84;no;master
172.26.33.130;3/1;10.52.117.90;no;master
172.26.33.130;4/1;10.60.5.218;no;master
172.26.33.131;1/1;10.55.0.12;yes;slave
172.26.33.131;2/1;10.55.0.84;no;master
172.26.33.131;4/1;10.60.8.110;no;master
172.26.33.131;5/1;10.52.118.38;no;master
172.26.33.132;1/1;10.55.0.12;yes;slave
172.26.33.132;2/1;10.55.0.84;no;master
172.26.33.132;3/1;10.52.116.194;no;master
172.26.33.133;1/1;10.55.0.12;yes;slave
172.26.33.133;2/1;10.55.0.48;no;master
172.26.33.133;3/1;10.52.118.186;no;master
172.26.33.133;4/1;10.60.0.206;no;master
172.26.33.134;1/1;10.55.0.12;yes;slave
172.26.33.134;2/1;10.55.0.84;no;master
172.26.33.134;3/1;10.52.117.130;no;master
172.26.33.135;1/1;10.55.0.12;yes;slave
172.26.33.135;2/1;10.55.0.84;no;master
172.26.33.135;3/1;10.52.118.134;no;master
172.26.33.135;4/1;10.60.2.246;no;master
172.26.33.161;1/1;10.55.0.12;yes;slave
172.26.33.161;2/1;10.55.0.28;no;master
172.26.33.161;4/1;10.60.38.38;no;master
172.26.33.161;5/1;10.52.119.10;no;master
172.26.33.136;1/1;10.55.0.12;yes;slave
172.26.33.136;2/1;10.55.0.84;no;master
172.26.33.136;4/1;10.60.4.66;no;master
172.26.33.136;5/1;10.52.117.230;no;master
172.26.33.137;1/1;10.55.0.12;yes;slave
172.26.33.137;2/1;10.55.0.84;no;master
172.26.33.137;3/1;10.60.4.22;no;master
172.26.33.137;4/1;10.52.117.226;no;master
172.26.33.139;1/1;10.55.0.12;yes;slave
172.26.33.139;2/1;10.55.0.84;no;master
172.26.33.139;3/1;10.52.118.22;no;master
172.26.33.139;4/1;10.60.6.134;no;master
172.26.33.140;1/1;10.55.0.12;yes;slave
172.26.33.140;2/1;10.55.0.84;no;master
172.26.33.140;3/1;10.60.7.242;no;master
172.26.33.140;4/1;10.60.7.246;no;master
172.26.33.140;5/1;10.60.7.250;no;master
172.26.33.140;6/1;10.52.118.30;no;master
172.26.33.140;7/1;10.52.118.34;no;master
172.26.33.140;8/1;10.52.118.18;no;master
172.26.33.14;1/1;10.55.0.12;yes;slave
172.26.33.14;2/1;10.55.0.84;no;master
172.26.33.14;3/1;10.52.116.202;no;master
172.26.33.14;4/1;10.60.10.78;no;master
172.26.33.14;5/1;10.52.118.6;no;master
172.26.33.14;6/1;10.52.118.78;no;master
172.26.33.14;7/1;10.60.46.170;no;master
172.26.33.163;1/1;10.55.0.12;yes;slave
172.26.33.14;8/1;10.60.8.242;no;master
172.26.33.163;2/1;10.55.0.28;no;master
172.26.33.163;3/1;10.60.23.194;no;master
172.26.33.142;1/1;10.55.0.12;yes;slave
172.26.33.142;2/1;10.55.0.28;no;master
172.26.33.142;3/1;10.52.117.174;no;master
172.26.33.142;4/1;10.60.0.190;no;master
172.26.33.141;1/1;10.55.0.12;yes;slave
172.26.33.141;2/1;10.55.0.84;no;master
172.26.33.141;3/1;10.52.118.46;no;master
172.26.33.141;4/1;10.60.8.106;no;master
172.26.33.99;1/1;10.55.0.12;yes;slave
172.26.33.99;2/1;10.55.0.28;no;master
172.26.33.99;4/1;10.60.29.150;no;master
172.26.33.151;1/1;10.55.0.28;yes;slave
172.26.33.151;2/1;10.55.0.68;no;master
172.26.33.151;4/1;10.60.26.62;no;master
172.26.33.151;5/1;10.52.119.18;no;master
172.26.33.164;1/1;10.55.0.12;yes;slave
172.26.33.164;2/1;10.55.0.28;no;master
172.26.33.164;3/1;10.52.119.30;no;master
172.26.33.164;4/1;10.60.42.38;no;master
172.26.33.144;1/1;10.55.0.12;yes;slave
172.26.33.144;3/1;10.52.118.166;no;master
172.26.33.144;4/1;10.60.18.114;no;master
172.26.33.145;1/1;10.55.0.12;yes;slave
172.26.33.145;2/1;10.55.0.28;no;master
172.26.33.145;3/1;10.60.6.58;no;master
172.26.33.145;4/1;10.52.129.142;no;master
172.26.33.147;1/1;10.55.0.12;yes;slave
172.26.33.147;2/1;10.55.0.28;no;master
172.26.33.17;1/1;10.55.0.12;yes;slave
172.26.33.147;3/1;10.60.23.2;no;master
172.26.33.17;2/1;10.55.0.84;no;master
172.26.33.147;4/1;10.52.129.146;no;master
172.26.33.17;3/1;10.52.116.6;no;master
172.26.33.147;5/1;10.60.52.78;no;master
172.26.33.17;4/1;10.60.3.218;no;master
172.26.33.17;6/1;10.60.3.202;no;master
172.26.33.148;1/1;10.55.0.12;yes;slave
172.26.33.148;2/1;10.55.0.28;no;master
172.26.33.148;3/1;10.52.118.194;no;master
172.26.33.148;4/1;10.60.23.250;no;master
172.26.33.16;1/1;10.55.0.12;yes;slave
172.26.33.16;2/1;10.55.0.84;no;master
172.26.33.16;3/1;10.52.117.18;no;master
172.26.33.16;4/1;10.60.27.202;no;master
172.26.33.16;5/1;10.60.27.206;no;master
172.26.33.15;1/1;10.55.0.12;yes;slave
172.26.33.15;2/1;10.55.0.84;no;master
172.26.33.15;3/1;10.52.117.10;no;master
172.26.33.15;4/1;10.60.8.238;no;master
172.26.33.15;5/1;10.60.61.146;no;master
172.26.33.185;1/1;10.55.0.12;yes;slave
172.26.33.185;2/1;10.55.0.84;no;master
172.26.33.185;3/1;10.52.116.94;no;master
172.26.33.162;1/1;10.55.0.12;yes;slave
172.26.33.162;2/1;10.55.0.28;no;master
172.26.33.162;3/1;10.52.119.22;no;master
