172.26.59.2;120015001;TO_VLAN_TEST_69;4;Backup;240;120.10.10.1
172.26.58.2;100015001;TO_RNC1_PUERTO_MONTT;1;Backup;240;172.18.191.137
172.26.58.2;100015001;TO_NODE_B_GROUP_1_VLAN_3769;2;Backup;240;172.18.189.193
172.26.58.2;100015001;PRUEBA;5;Master;250;110.10.10.1
172.26.58.2;100015001;TO_NODE_B_GROUP_2_VLAN_3768;6;Backup;240;172.18.190.1
172.26.58.2;100015001;TO_RNC1_PUERTO_MONTT_INT_2;7;Backup;240;172.18.191.129
172.26.58.2;100015001;TO_NODOS_B_VLAN_3765;8;Backup;240;172.18.190.129
172.26.58.2;100015001;TO_NODOS_B_VLAN_3766;9;Backup;240;172.18.190.65
172.26.58.2;100015001;TO_RNC1_PUERTO_MONTT_INT_3;3;Backup;240;172.18.191.185
172.26.58.2;100015001;TO_NODOS_B_VLAN_3770;10;Backup;240;172.18.189.129
172.26.58.2;100015001;TO_NODOS_B_VLAN_3771;11;Backup;240;172.18.189.65
172.26.58.2;100015001;TO_RNC_PUERTO_MONTT_INT_4;13;Backup;240;172.18.191.177
172.26.58.2;100016000;TO_FBSC_1005_VLAN_2497;1;Backup;240;172.18.191.161
172.26.58.2;100016000;TO_NODOS_2G_VLAN_2498;2;Backup;240;172.18.189.1
172.26.60.2;110015001;TO_RNC1_COYHAIQUE;1;Backup;240;172.18.63.177
172.26.60.2;110015001;TO_NODE_B_GROUP_1_VLAN_2542;2;Backup;240;172.18.63.193
172.26.60.2;110015001;TO_NODE_B_GROUP_2_VLAN_2543;3;Backup;240;172.18.63.65
172.26.60.1;110015001;TO_RNC1_COYHAIQUE;1;Master;250;172.18.63.177
172.26.60.1;110015001;TO_NODE_B_GROUP_1_VLAN_2542;2;Master;250;172.18.63.193
172.26.60.1;110015001;TO_NODE_B_GROUP_2_VLAN_2543;3;Master;250;172.18.63.65
